disease_id,disease_name,n_edges,n_drug_names,n_drug_ids,pmid_count_sum,total_articles_sum,pmid_count_median,total_articles_median,edge_share,drug_name_share,drug_id_share,pmid_share,total_articles_share
@DISEASE_Microcephalic_osteodysplastic_primordial_dwarfism_type_1,Microcephalic osteodysplastic primordial dwarfism type 1,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Microcephaly_seizures_genital_hypoplasia,Microcephaly seizures genital hypoplasia,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Microcephaly_with_Chorioretinopathy_Autosomal_Dominant,Microcephaly with Chorioretinopathy Autosomal Dominant,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Microphthalmia_Posterior_With_Retinitis_Pigmentosa_Foveoschisis_And_Optic_Disc_Drusen,Microphthalmia Posterior With Retinitis Pigmentosa Foveoschisis And Optic Disc Drusen,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Microtrauma_Physical,Microtrauma Physical,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Microvillus_inclusion_disease,Microvillus inclusion disease,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Midline_Defects_X_Linked,Midline Defects X Linked,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Midline_brainstem_cleft,Midline brainstem cleft,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Midline_granulomatosis,Midline granulomatosis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Military_Sexual_Trauma,Military Sexual Trauma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Mitochondrial_Myopathy_with_Diabetes,Mitochondrial Myopathy with Diabetes,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Mixed_Tumor_Mesodermal,Mixed Tumor Mesodermal,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Mixed_sclerosing_bone_dystrophy,Mixed sclerosing bone dystrophy,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Mobius_Syndrome,Mobius Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Monteggia's_Fracture,Monteggia's Fracture,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Mucopolysaccharidosis_Type_VIII,Mucopolysaccharidosis Type VIII,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Muenke_Syndrome,Muenke Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Multiple_Acyl_Coenzyme_A_Dehydrogenase_Deficiency,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Multiple_Endocrine_Neoplasia,Multiple Endocrine Neoplasia,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Multiple_Endocrine_Neoplasia_Type_2b,Multiple Endocrine Neoplasia Type 2b,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Munchausen_Syndrome,Munchausen Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Muscular_Dystrophy_Congenital_Producing_Arthrogryposis,Muscular Dystrophy Congenital Producing Arthrogryposis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Muscular_Dystrophy_Congenital_due_to_Partial_LAMA2_Deficiency,Muscular Dystrophy Congenital due to Partial LAMA2 Deficiency,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Muscular_Dystrophy_Limb_Girdle_Type_2G,Muscular Dystrophy Limb Girdle Type 2G,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Musk_Inability_to_Smell,Musk Inability to Smell,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myasthenia_Congenital_Refractory_to_Acetylcholinesterase_Inhibitors,Myasthenia Congenital Refractory to Acetylcholinesterase Inhibitors,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myasthenia_Limb_Girdle_Autoimmune,Myasthenia Limb Girdle Autoimmune,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myasthenic_Syndrome_Congenital_Fast_Channel,Myasthenic Syndrome Congenital Fast Channel,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myasthenic_Syndrome_due_to_Mutation_in_SCN4A,Myasthenic Syndrome due to Mutation in SCN4A,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myasthenic_syndrome_congenital_postsynaptic_slow_channel,Myasthenic syndrome congenital postsynaptic slow channel,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myoclonic_Cerebellar_Dyssynergia,Myoclonic Cerebellar Dyssynergia,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myofibrillar_Myopathy,Myofibrillar Myopathy,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myopathic_carnitine_deficiency,Myopathic carnitine deficiency,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myopathy_Distal_3,Myopathy Distal 3,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Myosarcoma,Myosarcoma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_N_acetyltransferase_deficiency,N acetyltransferase deficiency,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nail_dysplasia_isolated_congenital,Nail dysplasia isolated congenital,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nakamura_Osame_syndrome,Nakamura Osame syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nanophthalmos_1,Nanophthalmos 1,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nasopharyngeal_Diseases,Nasopharyngeal Diseases,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Native_American_myopathy,Native American myopathy,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Navajo_neurohepatopathy,Navajo neurohepatopathy,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neonatal_Brachial_Plexus_Palsy,Neonatal Brachial Plexus Palsy,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neoplasm_Seeding,Neoplasm Seeding,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neoplasms_Adnexal_and_Skin_Appendage,Neoplasms Adnexal and Skin Appendage,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neoplasms_Nerve_Tissue,Neoplasms Nerve Tissue,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nephronophthisis_3,Nephronophthisis 3,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neuroaspergillosis,Neuroaspergillosis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neurocutaneous_melanosis,Neurocutaneous melanosis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neurocytoma,Neurocytoma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neuroectodermal_Tumor_Melanotic,Neuroectodermal Tumor Melanotic,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neurofibromatosis_Noonan_syndrome,Neurofibromatosis Noonan syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neutropenia_Severe_Congenital_X_Linked,Neutropenia Severe Congenital X Linked,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Neutrophil_Chemotactic_Response_Abnormal,Neutrophil Chemotactic Response Abnormal,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nevus_Blue,Nevus Blue,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nevus_Halo,Nevus Halo,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nevus_Intradermal,Nevus Intradermal,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Niemann_Pick_Disease_Intermediate_Protracted_Neurovisceral,Niemann Pick Disease Intermediate Protracted Neurovisceral,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Nivelon_Nivelon_Mabille_syndrome,Nivelon Nivelon Mabille syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Noduli_Cutanei_Multiple_with_Urinary_Tract_Abnormalities,Noduli Cutanei Multiple with Urinary Tract Abnormalities,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Occipital_horn_syndrome,Occipital horn syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Oculopalatocerebral_Syndrome,Oculopalatocerebral Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Onychogryposis_Pedal_with_Keratosis_Plantaris_and_Coarse_Hair,Onychogryposis Pedal with Keratosis Plantaris and Coarse Hair,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Oophoritis,Oophoritis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Open_Bite,Open Bite,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Ophthalmoplegia_Familial_Total_with_Iris_Transillumination,Ophthalmoplegia Familial Total with Iris Transillumination,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Opticospinal_Multiple_Sclerosis,Opticospinal Multiple Sclerosis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Orthorexia_Nervosa,Orthorexia Nervosa,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Osler_rendu_weber_syndrome_2,Osler rendu weber syndrome 2,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Ossified_Ear_Cartilages,Ossified Ear Cartilages,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Osteochondritis_Dissecans,Osteochondritis Dissecans,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Osteochondroma,Osteochondroma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Osteoma,Osteoma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Osteopoikilosis,Osteopoikilosis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Otorhinolaryngologic_Neoplasms,Otorhinolaryngologic Neoplasms,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Oxyuriasis,Oxyuriasis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pagetoid_Reticulosis,Pagetoid Reticulosis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Palatal_Neoplasms,Palatal Neoplasms,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pancoast_Syndrome,Pancoast Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pancreatic_Fistula,Pancreatic Fistula,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pancreatitis_Calcific,Pancreatitis Calcific,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pancreatoblastoma,Pancreatoblastoma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Papilloma_Inverted,Papilloma Inverted,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Paraganglioma_Extra_Adrenal,Paraganglioma Extra Adrenal,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Paragangliomas_3,Paragangliomas 3,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Paragonimiasis,Paragonimiasis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Paranasal_Sinus_Neoplasms,Paranasal Sinus Neoplasms,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Paraquat_lung,Paraquat lung,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Parovarian_Cyst,Parovarian Cyst,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Parvovirus_antenatal_infection,Parvovirus antenatal infection,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pascual_Castroviejo_syndrome,Pascual Castroviejo syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Peeling_skin_syndrome_acral_type,Peeling skin syndrome acral type,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pelizaeus_Merzbacher_Disease,Pelizaeus Merzbacher Disease,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pelizaeus_Merzbacher_like_disease_autosomal_recessive_2,Pelizaeus Merzbacher like disease autosomal recessive 2,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pericardial_Effusion_Chronic,Pericardial Effusion Chronic,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Perimeningeal_Infections,Perimeningeal Infections,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Perisylvian_syndrome,Perisylvian syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Perry_Syndrome,Perry Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Peters_anomaly,Peters anomaly,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Peutz_Jeghers_Syndrome,Peutz Jeghers Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Phencyclidine_Abuse,Phencyclidine Abuse,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Phlebectasia_Of_Lips,Phlebectasia Of Lips,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Phobophobia,Phobophobia,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Phosphorus_Metabolism_Disorders,Phosphorus Metabolism Disorders,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Phyllodes_Tumor_of_the_Prostate,Phyllodes Tumor of the Prostate,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Picornaviridae_Infections,Picornaviridae Infections,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Piebaldism,Piebaldism,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pili_Torti,Pili Torti,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pituitary_Adenoma_Familial_Isolated,Pituitary Adenoma Familial Isolated,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Plagiocephaly,Plagiocephaly,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Plasminogen_Deficiency_Type_I,Plasminogen Deficiency Type I,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Platelet_Factor_3_Deficiency,Platelet Factor 3 Deficiency,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Platelet_Glycoprotein_IV_Deficiency,Platelet Glycoprotein IV Deficiency,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pleuropneumonia_Contagious,Pleuropneumonia Contagious,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pneumorrhachis,Pneumorrhachis,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Pneumovirus_Infections,Pneumovirus Infections,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Polyhydramnios_Chronic_Idiopathic,Polyhydramnios Chronic Idiopathic,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Polyneuropathy_Lethal_Neonatal_Axonal_Sensorimotor_Autosomal_Recessive,Polyneuropathy Lethal Neonatal Axonal Sensorimotor Autosomal Recessive,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Polyostotic_osteolytic_dysplasia_hereditary_expansile,Polyostotic osteolytic dysplasia hereditary expansile,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Popliteal_Artery_Entrapment_Syndrome,Popliteal Artery Entrapment Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Popliteal_Pterygium_Syndrome,Popliteal Pterygium Syndrome,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Poroma,Poroma,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Posterior_Tibial_Tendon_Dysfunction,Posterior Tibial Tendon Dysfunction,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
@DISEASE_Postgastrectomy_Syndromes,Postgastrectomy Syndromes,1,1,1,1,1,1.0,1.0,1.0676460539801845e-05,0.007194244604316547,0.0027247956403269754,1.2898033307881215e-06,8.348074641804987e-07
