drug_name,drug_id,disease_name,disease_id,pmid_count,total_articles
Acetaminophen,@CHEMICAL_Acetaminophen,Kidney Calculi,@DISEASE_Kidney_Calculi,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Lameness Animal,@DISEASE_Lameness_Animal,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Liver Neoplasms,@DISEASE_Liver_Neoplasms,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Melanoma,@DISEASE_Melanoma,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Mouth Diseases,@DISEASE_Mouth_Diseases,14,14
Acetaminophen,@CHEMICAL_Acetaminophen,Movement Disorders,@DISEASE_Movement_Disorders,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Multiple Trauma,@DISEASE_Multiple_Trauma,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Neoplasm Metastasis,@DISEASE_Neoplasm_Metastasis,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Nervous System Diseases,@DISEASE_Nervous_System_Diseases,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Opioid Related Disorders,@DISEASE_Opioid_Related_Disorders,12,12
Acetaminophen,@CHEMICAL_Acetaminophen,Pancreatic Neoplasms,@DISEASE_Pancreatic_Neoplasms,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Pancreatitis,@DISEASE_Pancreatitis,30,30
Acetaminophen,@CHEMICAL_Acetaminophen,Pathological Conditions Anatomical,@DISEASE_Pathological_Conditions_Anatomical,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Phenylketonurias,@DISEASE_Phenylketonurias,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Poisoning,@DISEASE_Poisoning,100,721
Acetaminophen,@CHEMICAL_Acetaminophen,Pre Eclampsia,@DISEASE_Pre_Eclampsia,14,14
Acetaminophen,@CHEMICAL_Acetaminophen,Prostatitis,@DISEASE_Prostatitis,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Psychomotor Agitation,@DISEASE_Psychomotor_Agitation,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Rectal Diseases,@DISEASE_Rectal_Diseases,15,15
Acetaminophen,@CHEMICAL_Acetaminophen,Severe Acute Respiratory Syndrome,@DISEASE_Severe_Acute_Respiratory_Syndrome,11,11
Acetaminophen,@CHEMICAL_Acetaminophen,Sinusitis,@DISEASE_Sinusitis,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Sleep Initiation and Maintenance Disorders,@DISEASE_Sleep_Initiation_and_Maintenance_Disorders,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Sleep Wake Disorders,@DISEASE_Sleep_Wake_Disorders,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Stomatognathic Diseases,@DISEASE_Stomatognathic_Diseases,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Subarachnoid Hemorrhage,@DISEASE_Subarachnoid_Hemorrhage,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Substance Related Disorders,@DISEASE_Substance_Related_Disorders,18,18
Acetaminophen,@CHEMICAL_Acetaminophen,Temporomandibular Joint Disorders,@DISEASE_Temporomandibular_Joint_Disorders,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Tendinopathy,@DISEASE_Tendinopathy,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Tooth Erosion,@DISEASE_Tooth_Erosion,13,13
Acetaminophen,@CHEMICAL_Acetaminophen,Tooth Impacted,@DISEASE_Tooth_Impacted,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Tooth Injuries,@DISEASE_Tooth_Injuries,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Uterine Cervicitis,@DISEASE_Uterine_Cervicitis,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Whiplash Injuries,@DISEASE_Whiplash_Injuries,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Altitude Sickness,@DISEASE_Altitude_Sickness,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Anorexia,@DISEASE_Anorexia,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,Arm Injuries,@DISEASE_Arm_Injuries,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Blister,@DISEASE_Blister,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Brain Injury Chronic,@DISEASE_Brain_Injury_Chronic,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Breast Cancer Lymphedema,@DISEASE_Breast_Cancer_Lymphedema,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Calcinosis,@DISEASE_Calcinosis,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Carcinoma Non Small Cell Lung,@DISEASE_Carcinoma_Non_Small_Cell_Lung,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Carcinoma Ovarian Epithelial,@DISEASE_Carcinoma_Ovarian_Epithelial,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Contusions,@DISEASE_Contusions,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Conversion Disorder,@DISEASE_Conversion_Disorder,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Crisponi syndrome,@DISEASE_Crisponi_syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Deglutition Disorders,@DISEASE_Deglutition_Disorders,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Dehydration,@DISEASE_Dehydration,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Disorders of Excessive Somnolence,@DISEASE_Disorders_of_Excessive_Somnolence,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Drug Eruptions,@DISEASE_Drug_Eruptions,59,59
Acetaminophen,@CHEMICAL_Acetaminophen,Earache,@DISEASE_Earache,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Emergencies,@DISEASE_Emergencies,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Endocarditis,@DISEASE_Endocarditis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Enterocolitis Necrotizing,@DISEASE_Enterocolitis_Necrotizing,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Erythema,@DISEASE_Erythema,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Esophageal Neoplasms,@DISEASE_Esophageal_Neoplasms,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Fasciitis Plantar,@DISEASE_Fasciitis_Plantar,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Femoral Neck Fractures,@DISEASE_Femoral_Neck_Fractures,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Glioblastoma,@DISEASE_Glioblastoma,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Glucose Intolerance,@DISEASE_Glucose_Intolerance,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Heart Block,@DISEASE_Heart_Block,8,8
Acetaminophen,@CHEMICAL_Acetaminophen,Hepatitis C Chronic,@DISEASE_Hepatitis_C_Chronic,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Hereditary Breast and Ovarian Cancer Syndrome,@DISEASE_Hereditary_Breast_and_Ovarian_Cancer_Syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Histiocytic Necrotizing Lymphadenitis,@DISEASE_Histiocytic_Necrotizing_Lymphadenitis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Humeral Fractures Distal,@DISEASE_Humeral_Fractures_Distal,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Hyperbilirubinemia,@DISEASE_Hyperbilirubinemia,13,13
Acetaminophen,@CHEMICAL_Acetaminophen,Hypesthesia,@DISEASE_Hypesthesia,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Intervertebral Disc Displacement,@DISEASE_Intervertebral_Disc_Displacement,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Intracranial Hypertension,@DISEASE_Intracranial_Hypertension,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,Irritable Bowel Syndrome,@DISEASE_Irritable_Bowel_Syndrome,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Kidney Failure Chronic,@DISEASE_Kidney_Failure_Chronic,18,18
Acetaminophen,@CHEMICAL_Acetaminophen,Leukocytosis,@DISEASE_Leukocytosis,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Liver Cirrhosis,@DISEASE_Liver_Cirrhosis,25,25
Acetaminophen,@CHEMICAL_Acetaminophen,Lung Neoplasms,@DISEASE_Lung_Neoplasms,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Macular Edema,@DISEASE_Macular_Edema,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Malnutrition,@DISEASE_Malnutrition,20,20
Acetaminophen,@CHEMICAL_Acetaminophen,Mandibular Nerve Injuries,@DISEASE_Mandibular_Nerve_Injuries,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Measles,@DISEASE_Measles,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Mediastinal Emphysema,@DISEASE_Mediastinal_Emphysema,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Meningism,@DISEASE_Meningism,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Migraine with Aura,@DISEASE_Migraine_with_Aura,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Muscular Diseases,@DISEASE_Muscular_Diseases,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Myofascial Pain Syndromes,@DISEASE_Myofascial_Pain_Syndromes,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Nasopharyngitis,@DISEASE_Nasopharyngitis,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Neuralgia Postherpetic,@DISEASE_Neuralgia_Postherpetic,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Neutropenia,@DISEASE_Neutropenia,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Nociceptive Pain,@DISEASE_Nociceptive_Pain,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Oliguria,@DISEASE_Oliguria,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,Oral Ulcer,@DISEASE_Oral_Ulcer,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Osteoporosis,@DISEASE_Osteoporosis,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Osteoporotic Fractures,@DISEASE_Osteoporotic_Fractures,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Pancreatitis Chronic,@DISEASE_Pancreatitis_Chronic,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Paresis,@DISEASE_Paresis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Pelvic Pain,@DISEASE_Pelvic_Pain,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Periodontitis,@DISEASE_Periodontitis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Pneumonia Aspiration,@DISEASE_Pneumonia_Aspiration,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Post Acute COVID 19 Syndrome,@DISEASE_Post_Acute_COVID_19_Syndrome,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Post Concussion Syndrome,@DISEASE_Post_Concussion_Syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Post Traumatic Headache,@DISEASE_Post_Traumatic_Headache,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Premenstrual Syndrome,@DISEASE_Premenstrual_Syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Prostatic Neoplasms,@DISEASE_Prostatic_Neoplasms,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Prosthesis Related Infections,@DISEASE_Prosthesis_Related_Infections,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Proteinuria,@DISEASE_Proteinuria,8,8
Acetaminophen,@CHEMICAL_Acetaminophen,Pulmonary Emphysema,@DISEASE_Pulmonary_Emphysema,100,112
Acetaminophen,@CHEMICAL_Acetaminophen,Radiculopathy,@DISEASE_Radiculopathy,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Respiratory Sounds,@DISEASE_Respiratory_Sounds,55,55
Acetaminophen,@CHEMICAL_Acetaminophen,Reye Syndrome,@DISEASE_Reye_Syndrome,14,14
Acetaminophen,@CHEMICAL_Acetaminophen,Rhinorrhea,@DISEASE_Rhinorrhea,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Rib Fractures,@DISEASE_Rib_Fractures,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,ST Elevation Myocardial Infarction,@DISEASE_ST_Elevation_Myocardial_Infarction,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Scorpion Stings,@DISEASE_Scorpion_Stings,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Self Mutilation,@DISEASE_Self_Mutilation,14,14
Acetaminophen,@CHEMICAL_Acetaminophen,Shock Septic,@DISEASE_Shock_Septic,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Signs and Symptoms Respiratory,@DISEASE_Signs_and_Symptoms_Respiratory,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Spinal Cord Injuries,@DISEASE_Spinal_Cord_Injuries,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Stevens Johnson Syndrome,@DISEASE_Stevens_Johnson_Syndrome,66,66
Acetaminophen,@CHEMICAL_Acetaminophen,Stiff Skin Syndrome,@DISEASE_Stiff_Skin_Syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Syndrome,@DISEASE_Syndrome,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Synovitis,@DISEASE_Synovitis,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Tachycardia,@DISEASE_Tachycardia,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Thrombocytopenia,@DISEASE_Thrombocytopenia,26,26
Acetaminophen,@CHEMICAL_Acetaminophen,Tremor,@DISEASE_Tremor,12,12
Acetaminophen,@CHEMICAL_Acetaminophen,Trismus,@DISEASE_Trismus,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Urolithiasis,@DISEASE_Urolithiasis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Urticaria,@DISEASE_Urticaria,36,36
Acetaminophen,@CHEMICAL_Acetaminophen,Vertigo,@DISEASE_Vertigo,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Vision Disorders,@DISEASE_Vision_Disorders,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Weight Loss,@DISEASE_Weight_Loss,12,12
Acetaminophen,@CHEMICAL_Acetaminophen,Whooping Cough,@DISEASE_Whooping_Cough,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,beta Thalassemia,@DISEASE_beta_Thalassemia,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Abdomen Acute,@DISEASE_Abdomen_Acute,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Abscess,@DISEASE_Abscess,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Acute Coronary Syndrome,@DISEASE_Acute_Coronary_Syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Acute malaria,@DISEASE_Acute_malaria,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Ageusia,@DISEASE_Ageusia,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Aging Premature,@DISEASE_Aging_Premature,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Akathisia Drug Induced,@DISEASE_Akathisia_Drug_Induced,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Alcoholic Intoxication,@DISEASE_Alcoholic_Intoxication,17,17
Acetaminophen,@CHEMICAL_Acetaminophen,Allergic Fungal Sinusitis,@DISEASE_Allergic_Fungal_Sinusitis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Amnesia,@DISEASE_Amnesia,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Amyotrophic Lateral Sclerosis,@DISEASE_Amyotrophic_Lateral_Sclerosis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Anaphylaxis,@DISEASE_Anaphylaxis,64,64
Acetaminophen,@CHEMICAL_Acetaminophen,Andersen Syndrome,@DISEASE_Andersen_Syndrome,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Anemia,@DISEASE_Anemia,11,11
Acetaminophen,@CHEMICAL_Acetaminophen,Anencephaly,@DISEASE_Anencephaly,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Angioedema,@DISEASE_Angioedema,28,28
Acetaminophen,@CHEMICAL_Acetaminophen,Arthritis Experimental,@DISEASE_Arthritis_Experimental,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Asthenia,@DISEASE_Asthenia,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Astrocytoma,@DISEASE_Astrocytoma,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Ataxia,@DISEASE_Ataxia,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Athletic Injuries,@DISEASE_Athletic_Injuries,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Bone Neoplasms,@DISEASE_Bone_Neoplasms,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Brain Damage Chronic,@DISEASE_Brain_Damage_Chronic,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Brain Neoplasms,@DISEASE_Brain_Neoplasms,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Bronchial Spasm,@DISEASE_Bronchial_Spasm,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,Bronchopulmonary Dysplasia,@DISEASE_Bronchopulmonary_Dysplasia,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Bursitis,@DISEASE_Bursitis,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Carcinoma Basal Cell,@DISEASE_Carcinoma_Basal_Cell,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Carcinoma Squamous Cell,@DISEASE_Carcinoma_Squamous_Cell,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Cardiomyopathies,@DISEASE_Cardiomyopathies,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Cartilage Diseases,@DISEASE_Cartilage_Diseases,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Celiac Disease,@DISEASE_Celiac_Disease,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Cerebral Palsy,@DISEASE_Cerebral_Palsy,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Chronic Urticaria,@DISEASE_Chronic_Urticaria,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Colitis Ulcerative,@DISEASE_Colitis_Ulcerative,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Colonic Neoplasms,@DISEASE_Colonic_Neoplasms,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Communication Disorders,@DISEASE_Communication_Disorders,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Complex Regional Pain Syndromes,@DISEASE_Complex_Regional_Pain_Syndromes,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Congenital Microtia,@DISEASE_Congenital_Microtia,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Conjunctivitis,@DISEASE_Conjunctivitis,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Consciousness Disorders,@DISEASE_Consciousness_Disorders,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Constipation,@DISEASE_Constipation,28,28
Acetaminophen,@CHEMICAL_Acetaminophen,Coronary Occlusion,@DISEASE_Coronary_Occlusion,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Crohn Disease,@DISEASE_Crohn_Disease,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Cumulative Trauma Disorders,@DISEASE_Cumulative_Trauma_Disorders,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Cystic Fibrosis,@DISEASE_Cystic_Fibrosis,6,6
Acetaminophen,@CHEMICAL_Acetaminophen,Cytokine Release Syndrome,@DISEASE_Cytokine_Release_Syndrome,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,Dens in Dente,@DISEASE_Dens_in_Dente,1,1
Acetaminophen,@CHEMICAL_Acetaminophen,Dental Pulp Calcification,@DISEASE_Dental_Pulp_Calcification,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Developmental Disabilities,@DISEASE_Developmental_Disabilities,24,24
Acetaminophen,@CHEMICAL_Acetaminophen,Diabetes Gestational,@DISEASE_Diabetes_Gestational,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Disease,@DISEASE_Disease,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Diverticulitis,@DISEASE_Diverticulitis,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Dizziness,@DISEASE_Dizziness,44,44
Acetaminophen,@CHEMICAL_Acetaminophen,Endocrine System Diseases,@DISEASE_Endocrine_System_Diseases,19,19
Acetaminophen,@CHEMICAL_Acetaminophen,Endotoxemia,@DISEASE_Endotoxemia,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Epilepsy,@DISEASE_Epilepsy,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Exostoses Of Heel,@DISEASE_Exostoses_Of_Heel,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Facial Pain,@DISEASE_Facial_Pain,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Farber Lipogranulomatosis,@DISEASE_Farber_Lipogranulomatosis,1,1
Acetaminophen,@CHEMICAL_Acetaminophen,Fatty Liver,@DISEASE_Fatty_Liver,29,29
Acetaminophen,@CHEMICAL_Acetaminophen,Fetal Distress,@DISEASE_Fetal_Distress,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Funnel Chest,@DISEASE_Funnel_Chest,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Fused Kidney,@DISEASE_Fused_Kidney,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Gastroenteritis,@DISEASE_Gastroenteritis,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Gilbert Disease,@DISEASE_Gilbert_Disease,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Glomerulonephritis,@DISEASE_Glomerulonephritis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Glomerulonephritis Membranous,@DISEASE_Glomerulonephritis_Membranous,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Guillain Barre Syndrome,@DISEASE_Guillain_Barre_Syndrome,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,HIV Infections,@DISEASE_HIV_Infections,8,8
Acetaminophen,@CHEMICAL_Acetaminophen,Heart Failure,@DISEASE_Heart_Failure,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,Heat Stress Disorders,@DISEASE_Heat_Stress_Disorders,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Hemarthrosis,@DISEASE_Hemarthrosis,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Hematologic Diseases,@DISEASE_Hematologic_Diseases,9,9
Acetaminophen,@CHEMICAL_Acetaminophen,Hematologic Neoplasms,@DISEASE_Hematologic_Neoplasms,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Hematoma,@DISEASE_Hematoma,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Hemolytic Uremic Syndrome,@DISEASE_Hemolytic_Uremic_Syndrome,8,8
Acetaminophen,@CHEMICAL_Acetaminophen,Hemorrhoids,@DISEASE_Hemorrhoids,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Hepatitis B,@DISEASE_Hepatitis_B,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Hepatitis C,@DISEASE_Hepatitis_C,5,5
Acetaminophen,@CHEMICAL_Acetaminophen,Hidradenitis,@DISEASE_Hidradenitis,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Hidradenitis Suppurativa,@DISEASE_Hidradenitis_Suppurativa,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Hip Dislocation,@DISEASE_Hip_Dislocation,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Holt Oram syndrome,@DISEASE_Holt_Oram_syndrome,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Hyperbilirubinemia Shunt,@DISEASE_Hyperbilirubinemia_Shunt,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Hypersensitivity,@DISEASE_Hypersensitivity,11,11
Acetaminophen,@CHEMICAL_Acetaminophen,Hyperthyroidism,@DISEASE_Hyperthyroidism,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Hypoxia Brain,@DISEASE_Hypoxia_Brain,7,7
Acetaminophen,@CHEMICAL_Acetaminophen,Injection Site Reaction,@DISEASE_Injection_Site_Reaction,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Insulin Resistance,@DISEASE_Insulin_Resistance,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Intermittent Claudication,@DISEASE_Intermittent_Claudication,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Intestinal Diseases,@DISEASE_Intestinal_Diseases,8,8
Acetaminophen,@CHEMICAL_Acetaminophen,Kidney Neoplasms,@DISEASE_Kidney_Neoplasms,12,12
Acetaminophen,@CHEMICAL_Acetaminophen,Knee Fractures,@DISEASE_Knee_Fractures,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Lacerations,@DISEASE_Lacerations,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Leukemia Myeloid Acute,@DISEASE_Leukemia_Myeloid_Acute,4,4
Acetaminophen,@CHEMICAL_Acetaminophen,Liver Failure Acute,@DISEASE_Liver_Failure_Acute,100,1651
Acetaminophen,@CHEMICAL_Acetaminophen,Lung Diseases,@DISEASE_Lung_Diseases,10,10
Acetaminophen,@CHEMICAL_Acetaminophen,MASS syndrome,@DISEASE_MASS_syndrome,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Malignant Hyperthermia,@DISEASE_Malignant_Hyperthermia,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Mandibular Injuries,@DISEASE_Mandibular_Injuries,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Masticatory Muscles Hypertrophy of,@DISEASE_Masticatory_Muscles_Hypertrophy_of,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Mastodynia,@DISEASE_Mastodynia,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Mucositis,@DISEASE_Mucositis,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Multiple Sclerosis Relapsing Remitting,@DISEASE_Multiple_Sclerosis_Relapsing_Remitting,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Muscle Neoplasms,@DISEASE_Muscle_Neoplasms,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Muscle Rigidity,@DISEASE_Muscle_Rigidity,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Muscular Dystrophy Duchenne,@DISEASE_Muscular_Dystrophy_Duchenne,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Neoplasms Cystic Mucinous and Serous,@DISEASE_Neoplasms_Cystic_Mucinous_and_Serous,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Neoplasms Vascular Tissue,@DISEASE_Neoplasms_Vascular_Tissue,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Neuroblastoma,@DISEASE_Neuroblastoma,3,3
Acetaminophen,@CHEMICAL_Acetaminophen,Neuropathy Painful,@DISEASE_Neuropathy_Painful,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Nocturia,@DISEASE_Nocturia,2,2
Acetaminophen,@CHEMICAL_Acetaminophen,Non alcoholic Fatty Liver Disease,@DISEASE_Non_alcoholic_Fatty_Liver_Disease,17,17
Acetaminophen,@CHEMICAL_Acetaminophen,Obesity Maternal,@DISEASE_Obesity_Maternal,4,4
