config,truth_source,pmid,drugs_recall,drugs_total_truth,drugs_fn,diseases_recall,diseases_total_truth,diseases_fn,pairs_recall,pairs_total_truth,pairs_fn
07_all_plus_sing_drug,pubtator,28838583,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,29402860,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,29622037,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,29692607,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,30002098,0.5,2,1,0.0,2,2,0.0,3,3
07_all_plus_sing_drug,pubtator,30318492,1.0,1,0,0.6666666666666666,3,1,0.6666666666666666,3,1
07_all_plus_sing_drug,pubtator,30326006,1.0,2,0,0.0,1,1,0.0,2,2
07_all_plus_sing_drug,pubtator,31230222,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,pubtator,31435774,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,31638682,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,31642607,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,32629738,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,pubtator,33412422,1.0,1,0,0.6666666666666666,3,1,0.6666666666666666,3,1
07_all_plus_sing_drug,pubtator,34133820,1.0,2,0,0.5,2,1,0.5,4,2
07_all_plus_sing_drug,pubtator,34218802,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,34453525,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,34559090,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,34793552,1.0,4,0,1.0,2,0,0.5,4,2
07_all_plus_sing_drug,pubtator,35103836,1.0,2,0,1.0,1,0,0.5,2,1
07_all_plus_sing_drug,pubtator,35259978,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,35766202,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,35867273,1.0,1,0,0.6666666666666666,3,1,0.6666666666666666,3,1
07_all_plus_sing_drug,pubtator,35905573,0.0,1,1,0.3333333333333333,3,2,0.0,3,3
07_all_plus_sing_drug,pubtator,35987681,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,36173235,0.5,2,1,1.0,1,0,0.5,2,1
07_all_plus_sing_drug,pubtator,36173344,0.5,2,1,0.5,2,1,0.25,4,3
07_all_plus_sing_drug,pubtator,36471429,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,pubtator,36477458,1.0,1,0,0.75,4,1,0.75,4,1
07_all_plus_sing_drug,pubtator,36561129,0.5,2,1,1.0,1,0,0.0,2,2
07_all_plus_sing_drug,pubtator,36680313,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,36707080,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,36942908,0.5,2,1,1.0,3,0,0.75,4,1
07_all_plus_sing_drug,pubtator,37138225,1.0,2,0,0.5,2,1,0.6666666666666666,3,1
07_all_plus_sing_drug,pubtator,37155629,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,37210743,1.0,1,0,1.0,2,0,0.0,2,2
07_all_plus_sing_drug,pubtator,37272079,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,37395974,1.0,4,0,1.0,2,0,0.42857142857142855,7,4
07_all_plus_sing_drug,pubtator,37403525,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,37526038,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,39586374,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,39601808,1.0,1,0,0.3333333333333333,3,2,0.3333333333333333,3,2
07_all_plus_sing_drug,pubtator,40037214,1.0,2,0,0.5,2,1,0.5,4,2
07_all_plus_sing_drug,pubtator,40043888,1.0,2,0,0.5,2,1,0.5,4,2
07_all_plus_sing_drug,pubtator,40086910,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,40637301,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,40813667,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,40877788,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,40945498,1.0,2,0,0.5,2,1,0.5,4,2
07_all_plus_sing_drug,pubtator,6341623,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,6462734,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,10572343,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,11590486,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,12145220,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,12453948,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,17577112,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,22947356,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,23918212,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,24023757,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,24158898,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,24180582,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,24182419,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,24664558,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,24755136,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,25274899,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,25796863,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,25941016,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,26133666,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,26290275,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,26577417,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,27130075,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,27449273,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,27808417,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,28082332,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,28240967,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,28446804,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,28608311,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,29198406,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,29239867,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,30059794,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,30069912,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,30302936,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,30587918,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,30740640,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,31342534,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,31672143,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,31776447,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,31980638,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,32052831,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,32112181,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,32436641,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,32488923,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,32702335,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,33059293,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,33090016,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,33097422,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,33264556,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,33783553,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,33819072,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,33837106,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,33913339,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,34288546,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,34543081,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,34596484,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,34675189,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,34847709,0.0,1,1,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,35346603,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,35469478,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,36073608,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,36262968,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,36574828,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,36592299,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,37084960,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,37263861,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,37289237,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,37584413,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,37746692,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,38267312,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,pubtator,38521730,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,pubtator,38558508,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,pubtator,39555823,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,39908026,,0,0,1.0,1,0,,0,0
07_all_plus_sing_drug,pubtator,40345826,,0,0,,0,0,,0,0
07_all_plus_sing_drug,pubtator,40505216,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,8165073,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,8634919,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,9866667,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,12453952,1.0,1,0,0.0,2,2,0.0,2,2
07_all_plus_sing_drug,rentrez,12851021,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,15468607,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,17097398,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,17580026,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,19169140,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,19342023,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,21075537,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,22915486,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,rentrez,23082133,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,23223108,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,23269105,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,23497779,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,23570952,1.0,2,0,0.3333333333333333,3,2,0.3333333333333333,6,4
07_all_plus_sing_drug,rentrez,23886594,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,24506965,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,25297016,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,25987260,1.0,1,0,0.0,2,2,0.0,2,2
07_all_plus_sing_drug,rentrez,26123629,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,rentrez,26550813,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,26572055,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,27367818,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,27761000,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,28416195,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,28838583,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,29402860,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,29622037,1.0,1,0,0.0,2,2,0.0,2,2
07_all_plus_sing_drug,rentrez,29692607,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,30002098,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,30318492,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,30326006,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,31230222,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,31435774,1.0,1,0,0.0,2,2,0.0,2,2
07_all_plus_sing_drug,rentrez,31638682,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,31642607,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,32629738,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,33412422,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,34133820,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,rentrez,34218802,1.0,2,0,0.0,1,1,0.0,2,2
07_all_plus_sing_drug,rentrez,34453525,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,34559090,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,34793552,1.0,3,0,1.0,1,0,1.0,3,0
07_all_plus_sing_drug,rentrez,35103836,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,35259978,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,35766202,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,35867273,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,35905573,0.0,1,1,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,35987681,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,36173235,0.5,2,1,1.0,1,0,0.5,2,1
07_all_plus_sing_drug,rentrez,36173344,0.0,1,1,0.3333333333333333,3,2,0.0,3,3
07_all_plus_sing_drug,rentrez,36471429,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,36477458,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,36561129,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,36680313,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,36707080,1.0,2,0,0.5,2,1,0.5,4,2
07_all_plus_sing_drug,rentrez,36942908,1.0,1,0,1.0,2,0,1.0,2,0
07_all_plus_sing_drug,rentrez,37138225,1.0,2,0,1.0,1,0,1.0,2,0
07_all_plus_sing_drug,rentrez,37155629,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,37210743,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,37272079,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,37395974,1.0,3,0,1.0,2,0,0.6666666666666666,6,2
07_all_plus_sing_drug,rentrez,37403525,1.0,3,0,1.0,1,0,1.0,3,0
07_all_plus_sing_drug,rentrez,37526038,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,39586374,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,39601808,1.0,1,0,0.3333333333333333,3,2,0.3333333333333333,3,2
07_all_plus_sing_drug,rentrez,40037214,1.0,2,0,1.0,1,0,1.0,2,0
07_all_plus_sing_drug,rentrez,40043888,1.0,2,0,0.0,1,1,0.0,2,2
07_all_plus_sing_drug,rentrez,40086910,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,40637301,1.0,1,0,1.0,2,0,1.0,2,0
07_all_plus_sing_drug,rentrez,40813667,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,40877788,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,40945498,0.6666666666666666,3,1,1.0,1,0,0.6666666666666666,3,1
07_all_plus_sing_drug,rentrez,6341623,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,6462734,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,10572343,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,11590486,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,12145220,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,12453948,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,17577112,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,22947356,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,23918212,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,24023757,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,24158898,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,24180582,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,24182419,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,24664558,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,24755136,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,25274899,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,25796863,0.0,1,1,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,25941016,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,26133666,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,26290275,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,26577417,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,27130075,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,27449273,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,27808417,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,28082332,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,28240967,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,28446804,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,28608311,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,29198406,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,29239867,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,30059794,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,30069912,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,30302936,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,30587918,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,30740640,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,31342534,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,31672143,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,31776447,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,31980638,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,32052831,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,32112181,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,32436641,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,32488923,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,32702335,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,33059293,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,33090016,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,33097422,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,33264556,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,33783553,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,33819072,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,33837106,1.0,1,0,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,33913339,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,34288546,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,34543081,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,34596484,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,34675189,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,34847709,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,35346603,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,35469478,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,36073608,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,36262968,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,36574828,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,36592299,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,37084960,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,37263861,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,37289237,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,37584413,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,37746692,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,38267312,0.0,1,1,1.0,1,0,0.0,1,1
07_all_plus_sing_drug,rentrez,38521730,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,38558508,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,rentrez,39555823,,0,0,,0,0,,0,0
07_all_plus_sing_drug,rentrez,39908026,,0,0,1.0,1,0,,0,0
07_all_plus_sing_drug,rentrez,40345826,0.0,1,1,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,rentrez,40505216,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,union,8165073,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,union,8634919,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,union,9866667,1.0,1,0,0.5,2,1,0.5,2,1
07_all_plus_sing_drug,union,12453952,1.0,1,0,0.3333333333333333,3,2,0.3333333333333333,3,2
07_all_plus_sing_drug,union,12851021,,0,0,,0,0,,0,0
07_all_plus_sing_drug,union,15468607,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,union,17097398,1.0,1,0,0.0,2,2,0.0,2,2
07_all_plus_sing_drug,union,17580026,1.0,1,0,0.0,1,1,0.0,1,1
07_all_plus_sing_drug,union,19169140,0.5,2,1,0.5,2,1,0.3333333333333333,3,2
07_all_plus_sing_drug,union,19342023,1.0,1,0,1.0,1,0,1.0,1,0
07_all_plus_sing_drug,union,21075537,1.0,2,0,0.0,2,2,0.0,4,4
07_all_plus_sing_drug,union,22915486,1.0,1,0,0.3333333333333333,3,2,0.3333333333333333,3,2
07_all_plus_sing_drug,union,23082133,1.0,2,0,0.6666666666666666,3,1,0.6,5,2
