drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,resolve_status,accept_auto,reject_reason,extra_tokens,total_candidates_available,n_candidates_returned
Oxycodone,NCT05308420,PENG Block vs Intrathecal Morphine in Total Hip Arthroplasty,COMPLETED,PHASE4,Total Hip Arthroplasty; Postoperative Pain,2022-03-18 00:00:00+00:00,12197,Postoperative Pain,Pain Postoperative,@DISEASE_Pain_Postoperative,token_set_exact,True,,0,,1
Oxycodone,NCT02424279,Invasive Treatment of Pain Associated With Pancreatic Cancer on Different Levels of WHO Analgesic Ladder,UNKNOWN,,Pancreatic Cancer; Pain,2015-01-02 00:00:00+00:00,12200,Pain,Pain,@DISEASE_Pain,exact,True,,0,,10
Oxycodone,NCT05731973,Intercostal Nerve Cryoablation Versus Epidural Analgesia for Nuss Repair of Pectus Excavatum,RECRUITING,,Pectus Excavatum; Funnel Chest,2023-01-26 00:00:00+00:00,12201,Funnel Chest,Funnel Chest,@DISEASE_Funnel_Chest,exact,True,,0,,1
Oxycodone,NCT01811186,An Interventional Study to Compare the Efficacy and Tolerability With Targin® in Non-malignant Chronic Pain (GLORY),COMPLETED,PHASE4,Chronic Pain,2013-03-12 00:00:00+00:00,12202,Chronic Pain,Chronic Pain,@DISEASE_Chronic_Pain,exact,True,,0,,5
Oxycodone,NCT04761302,Postoperative Pain Management in Patients Undergoing Intramedullary Nail Fixation After Tibia and Femoral Fractures,COMPLETED,PHASE4,Femur Fracture; Tibial Fractures,2021-02-16 00:00:00+00:00,12203,Tibial Fractures,Tibial Fractures,@DISEASE_Tibial_Fractures,exact,True,,0,,3
Oxycodone,NCT03254459,Study of Buprenorphine Sublingual Spray Versus Standard of Care Narcotic Therapy for the Treatment of Post-Operative Pain,COMPLETED,PHASE2,"Pain, Postoperative",2017-08-16 00:00:00+00:00,12207,"Pain, Postoperative",Pain Postoperative,@DISEASE_Pain_Postoperative,exact,True,,0,,1
Oxycodone,NCT03135470,Pain Medication After Ambulatory Surgery,TERMINATED,,"Pain, Postoperative; Medication Adherence; Adverse Drug Event",2017-04-23 00:00:00+00:00,12208,"Pain, Postoperative",Pain Postoperative,@DISEASE_Pain_Postoperative,exact,True,,0,,1
Oxycodone,NCT01583660,Clinical Research of the Prognostic Influence of NSAIDS's Anti-inflammatory Effect on Senior Patients With Hip Fracture,UNKNOWN,,Hip Fracture,2012-02-13 00:00:00+00:00,12215,Hip Fracture,Hip Fractures,@DISEASE_Hip_Fractures,token_set_exact,True,,0,1,0
Oxycodone,NCT01559701,Long-term Safety of PF-00345439 (Oxycodone),COMPLETED,PHASE3,Pain,2012-03-13 00:00:00+00:00,12217,Pain,Pain,@DISEASE_Pain,exact,True,,0,,10
Oxycodone,NCT03938415,Acupuncture for Vasectomy Pre-procedural Anxiety and Pain Control in the Primary Care Setting,COMPLETED,,"Acupuncture; Pain, Postoperative; Vasectomy",2019-04-30 00:00:00+00:00,12219,"Pain, Postoperative",Pain Postoperative,@DISEASE_Pain_Postoperative,exact,True,,0,,1
Oxycodone,NCT03822962,Pain Management Following Sinus Surgery,TERMINATED,EARLY_PHASE1,"Nasal Sinus; Inflammation; Opioid Abuse; Pain, Postoperative",2019-01-28 00:00:00+00:00,12221,Inflammation,Inflammation,@DISEASE_Inflammation,exact,True,,0,5,0
Oxycodone,NCT03822962,Pain Management Following Sinus Surgery,TERMINATED,EARLY_PHASE1,"Nasal Sinus; Inflammation; Opioid Abuse; Pain, Postoperative",2019-01-28 00:00:00+00:00,12221,"Pain, Postoperative",Pain Postoperative,@DISEASE_Pain_Postoperative,exact,True,,0,,1
Oxycodone,NCT02571881,Opioid Induced Bowel Dysfunction in Patients Undergoing Cesarean Section,UNKNOWN,PHASE4,"Constipation; Pain, Postoperative",2015-10-06 00:00:00+00:00,12222,Constipation,Constipation,@DISEASE_Constipation,exact,True,,0,,2
Oxycodone,NCT02571881,Opioid Induced Bowel Dysfunction in Patients Undergoing Cesarean Section,UNKNOWN,PHASE4,"Constipation; Pain, Postoperative",2015-10-06 00:00:00+00:00,12222,"Pain, Postoperative",Pain Postoperative,@DISEASE_Pain_Postoperative,exact,True,,0,,1
Methylphenidate,NCT02730572,Concerta (Methylphenidate) -To-Generic Switch Study,COMPLETED,,Attention Deficit Disorder With Hyperactivity,2016-04-01 00:00:00+00:00,12223,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT00129467,Methylphenidate for Depressed Cancer Patients Receiving Palliative Care,COMPLETED,,Depression; Palliative Care; Cancer; Mental Disorder,2005-08-09 00:00:00+00:00,12225,Mental Disorder,Mental Disorders,@DISEASE_Mental_Disorders,token_set_exact,True,,0,,10
Methylphenidate,NCT01130467,Event-related Potentials in Management of Children With Attention-deficit/Hyperactivity Disorder,UNKNOWN,,Attention Deficit Disorders With Hyperactivity; Attention Deficit Disorder; Hyperkinetic Syndrome,2010-05-24 00:00:00+00:00,12229,Attention Deficit Disorders With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,token_set_exact,True,,0,,1
Methylphenidate,NCT00031798,Methylphenidate to Improve Quality of Life in Patients Undergoing Radiation Therapy for Brain Tumors,TERMINATED,PHASE3,Brain and Central Nervous System Tumors; Cognitive/Functional Effects; Depression; Fatigue; Quality of Life,2002-03-08 00:00:00+00:00,12235,Fatigue,Fatigue,@DISEASE_Fatigue,exact,True,,0,,10
Methylphenidate,NCT01426984,A Double Blind Crossover Study on the Effect of MPH on Decision-making Ability of Adults With BPD Compared to Adults With ADHD and Healthy Adults,UNKNOWN,,Borderline Personality Disorder,2011-08-28 00:00:00+00:00,12236,Borderline Personality Disorder,Borderline Personality Disorder,@DISEASE_Borderline_Personality_Disorder,exact,True,,0,,2
Methylphenidate,NCT00183391,Stimulant Versus Nonstimulant Medication for Attention Deficit Hyperactivity Disorder in Children,COMPLETED,PHASE4,Attention Deficit Disorder With Hyperactivity,2005-09-13 00:00:00+00:00,12246,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT00361387,Use of Focalin for Fatigue in Sarcoidosis,COMPLETED,PHASE4,Sarcoidosis,2006-08-07 00:00:00+00:00,12249,Sarcoidosis,Sarcoidosis,@DISEASE_Sarcoidosis,exact,True,,0,,4
Methylphenidate,NCT02153944,Cognitive vs. Emotional Psychopharmacological Manipulations of Fear vs. Anxiety,COMPLETED,PHASE4,Anxiety Disorder,2014-05-31 00:00:00+00:00,12250,Anxiety Disorder,Anxiety Disorders,@DISEASE_Anxiety_Disorders,token_set_exact,True,,0,,4
Methylphenidate,NCT01825577,Exploring the Use of Transdermal Methylphenidate to Reduce Fall Risk in Patients With Dementia.,TERMINATED,PHASE4,Dementia; Accidental Falls; Apathy,2013-03-13 00:00:00+00:00,12251,Dementia,Dementia,@DISEASE_Dementia,exact,True,,0,,10
Methylphenidate,NCT00178503,Methylphenidate for Attention Deficit Hyperactivity Disorder and Autism in Children,COMPLETED,PHASE2; PHASE3,Autism; Attention Deficit Disorder With Hyperactivity,2005-09-12 00:00:00+00:00,12257,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT02754258,The Effects of Methylphenidate on Energy Intake and Energy Expenditure,UNKNOWN,PHASE3,Obesity,2016-04-12 00:00:00+00:00,12259,Obesity,Obesity,@DISEASE_Obesity,exact,True,,0,5,0
Methylphenidate,NCT00794040,A Controlled Trial of Serotonin Reuptake Inhibitors Added to Stimulant Medication in Youth With Severe Mood Dysregulation,COMPLETED,PHASE2,Mood Disorder; Mental Disorder Diagnosed in Childhood; Attention Deficit and Disruptive Behavior Disorder; Attention Deficit Hyperactivity Disorder,2008-11-18 00:00:00+00:00,12266,Mood Disorder,Mood Disorders,@DISEASE_Mood_Disorders,token_set_exact,True,,0,,4
Methylphenidate,NCT00794040,A Controlled Trial of Serotonin Reuptake Inhibitors Added to Stimulant Medication in Youth With Severe Mood Dysregulation,COMPLETED,PHASE2,Mood Disorder; Mental Disorder Diagnosed in Childhood; Attention Deficit and Disruptive Behavior Disorder; Attention Deficit Hyperactivity Disorder,2008-11-18 00:00:00+00:00,12266,Attention Deficit and Disruptive Behavior Disorder,Attention Deficit and Disruptive Behavior Disorders,@DISEASE_Attention_Deficit_and_Disruptive_Behavior_Disorders,token_set_exact,True,,0,,1
Methylphenidate,NCT01675804,"Computer-assisted Cognitive Rehabilitation (CACR), Placebo CACR and Psycho-stimulants in the Treatment of ADHD",COMPLETED,PHASE3,Attention Deficit Disorder With Hyperactivity,2012-07-29 00:00:00+00:00,12270,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT04968522,FASST - Fetal Alcohol Spectrum Stimulant Trial,UNKNOWN,PHASE4,Fetal Alcohol Spectrum Disorders,2021-06-02 00:00:00+00:00,12274,Fetal Alcohol Spectrum Disorders,Fetal Alcohol Spectrum Disorders,@DISEASE_Fetal_Alcohol_Spectrum_Disorders,exact,True,,0,,1
Methylphenidate,NCT00914095,Study of Methylphenidate to Treat Gait Disorders And Attention Deficit In Parkinson's Disease (PARKGAIT-II),COMPLETED,PHASE4,"Parkinson's Disease; Gait Disorders, Neurologic; Dementia",2009-06-02 00:00:00+00:00,12275,"Gait Disorders, Neurologic",Gait Disorders Neurologic,@DISEASE_Gait_Disorders_Neurologic,exact,True,,0,,1
Methylphenidate,NCT00914095,Study of Methylphenidate to Treat Gait Disorders And Attention Deficit In Parkinson's Disease (PARKGAIT-II),COMPLETED,PHASE4,"Parkinson's Disease; Gait Disorders, Neurologic; Dementia",2009-06-02 00:00:00+00:00,12275,Dementia,Dementia,@DISEASE_Dementia,exact,True,,0,,10
Methylphenidate,NCT00151983,Safety & Tolerability of MTS in Children Aged 6-12 Diagnosed With ADHD & Previously Treated With Extended-Release Methylphenidate Therapy,COMPLETED,PHASE3,Attention Deficit Disorder With Hyperactivity,2005-09-07 00:00:00+00:00,12276,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT01933217,Methylphenidate for Attention Problems After Pediatric TBI,COMPLETED,PHASE4,Traumatic Brain Injury; TBI; ADHD,2013-07-15 00:00:00+00:00,12279,Traumatic Brain Injury,Brain Injuries Traumatic,@DISEASE_Brain_Injuries_Traumatic,token_set_exact,True,,0,,2
Methylphenidate,NCT00003266,Methylphenidate in Treating Patients With Melanoma,COMPLETED,PHASE3,"Fatigue; Unspecified Adult Solid Tumor, Protocol Specific",1999-11-01 00:00:00+00:00,12285,Fatigue,Fatigue,@DISEASE_Fatigue,exact,True,,0,,10
Methylphenidate,NCT00246220,A Study of the Effectiveness and Safety of Prolonged-release Methylphenidate Hydrochloride in Adult Patients With Attention Deficit/Hyperactivity Disorder.,COMPLETED,PHASE3,Attention Deficit Disorder With Hyperactivity,2005-10-28 00:00:00+00:00,12286,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT02677519,A 12-Month Open Label Safety Study of Aptensio XR® in Children Ages 4-5 Years Diagnosed With ADHD,UNKNOWN,PHASE4,Attention Deficit Disorder With Hyperactivity,2016-02-04 00:00:00+00:00,12289,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT01000402,Juvenile Bipolar Disorder Outpatient Program,UNKNOWN,PHASE4,Bipolar Disorder; Attention Deficit Disorder With Hyperactivity,2009-10-22 00:00:00+00:00,12291,Bipolar Disorder,Bipolar Disorder,@DISEASE_Bipolar_Disorder,exact,True,,0,,3
Methylphenidate,NCT01000402,Juvenile Bipolar Disorder Outpatient Program,UNKNOWN,PHASE4,Bipolar Disorder; Attention Deficit Disorder With Hyperactivity,2009-10-22 00:00:00+00:00,12291,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT05957055,Lisdexamphetamine Vs Methylphenidate for Pediatric Patients with ADHD and Type 1 Diabetes,RECRUITING,PHASE2,"Attention Deficit Disorder with Hyperactivity; Diabetes Mellitus, Type 1",2023-06-30 00:00:00+00:00,12292,Attention Deficit Disorder with Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT05957055,Lisdexamphetamine Vs Methylphenidate for Pediatric Patients with ADHD and Type 1 Diabetes,RECRUITING,PHASE2,"Attention Deficit Disorder with Hyperactivity; Diabetes Mellitus, Type 1",2023-06-30 00:00:00+00:00,12292,"Diabetes Mellitus, Type 1",Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,exact,True,,0,,6
Methylphenidate,NCT00794625,Effectiveness of Combined Medication Treatment for Aggression in Children With Attention Deficit With Hyperactivity Disorder (The SPICY Study),UNKNOWN,PHASE4,Attention Deficit Disorder With Hyperactivity,2008-11-19 00:00:00+00:00,12293,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT00025779,Methylphenidate in Children and Adolescents With Pervasive Developmental Disorders,COMPLETED,,Attention Deficit Disorder With Hyperactivity; Autistic Disorder; Pervasive Development Disorders,2001-10-23 00:00:00+00:00,12295,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT00025779,Methylphenidate in Children and Adolescents With Pervasive Developmental Disorders,COMPLETED,,Attention Deficit Disorder With Hyperactivity; Autistic Disorder; Pervasive Development Disorders,2001-10-23 00:00:00+00:00,12295,Autistic Disorder,Autistic Disorder,@DISEASE_Autistic_Disorder,exact,True,,0,,2
Methylphenidate,NCT00223691,Treatment of Orthostatic Hypotension in Autonomic Failure,COMPLETED,PHASE1,Autonomic Failure; Orthostatic Hypotension,2005-09-14 00:00:00+00:00,12302,Orthostatic Hypotension,Hypotension Orthostatic,@DISEASE_Hypotension_Orthostatic,token_set_exact,True,,0,,4
Methylphenidate,NCT00257725,Long-Duration Stimulant Treatment Study of ADHD in Young Children,COMPLETED,PHASE4,Attention Deficit Disorder With Hyperactivity,2005-11-21 00:00:00+00:00,12306,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT00181987,Concerta in the Treatment of ADHD in Youth and Adults With Bipolar Disorder,COMPLETED,PHASE4,ADHD; Bipolar Disorder,2005-09-13 00:00:00+00:00,12311,Bipolar Disorder,Bipolar Disorder,@DISEASE_Bipolar_Disorder,exact,True,,0,,3
Methylphenidate,NCT00136734,Methylphenidate Treatment for Cocaine Abuse and ADHD - 1,COMPLETED,PHASE1,Attention Deficit Disorder With Hyperactivity; Cocaine-Related Disorders,2005-08-25 00:00:00+00:00,12313,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT00136734,Methylphenidate Treatment for Cocaine Abuse and ADHD - 1,COMPLETED,PHASE1,Attention Deficit Disorder With Hyperactivity; Cocaine-Related Disorders,2005-08-25 00:00:00+00:00,12313,Cocaine-Related Disorders,Cocaine-Related Disorders,@DISEASE_Cocaine_Related_Disorders,exact,True,,0,,1
Methylphenidate,NCT00550147,Quetiapine and Concerta in the Treatment for ADHD and Aggressive Behavior.,COMPLETED,PHASE2,Attention Deficit Disorder With Hyperactivity,2007-10-25 00:00:00+00:00,12322,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT01100268,Enhancing Attention in Adults With Compulsive Hoarding,COMPLETED,PHASE2,Hoarding Disorder,2010-04-05 00:00:00+00:00,12323,Hoarding Disorder,Hoarding Disorder,@DISEASE_Hoarding_Disorder,exact,True,,0,,1
Methylphenidate,NCT03595826,Co Morbid Attention Deficit and Hyperactivity Disorder(ADHD) and Developmental Co Ordination Disorder (DCD),COMPLETED,,Attention Deficit Disorder With Hyperactivity; Developmental Coordination Disorder,2018-04-22 00:00:00+00:00,12325,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT02807870,Early Interventions in Children With Attention Deficit/Hyperactivity Disorder,COMPLETED,PHASE4,Attention Deficit Disorder With Hyperactivity; Preschool Child,2016-06-09 00:00:00+00:00,12328,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT01879202,Methylphenidate as Treatment Option of Fatigue in Multiple Sclerosis,UNKNOWN,PHASE2,Multiple Sclerosis; Fatigue,2012-11-07 00:00:00+00:00,12329,Fatigue,Fatigue,@DISEASE_Fatigue,exact,True,,0,,10
Methylphenidate,NCT02430896,"Identification of Neuropsychological, Genetic and Neuroimaging Markers and Treatment Response Predictors of ADHD",UNKNOWN,,Attention Deficit Disorder With Hyperactivity,2015-04-20 00:00:00+00:00,12333,Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder with Hyperactivity,@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity,exact,True,,0,,1
Methylphenidate,NCT06580041,Precision Care for Major Depressive Disorder,ENROLLING_BY_INVITATION,PHASE4,"Major Depressive Disorder; Depression; Depressive Disorder, Major",2024-08-28 00:00:00+00:00,12334,Major Depressive Disorder,Depressive Disorder Major,@DISEASE_Depressive_Disorder_Major,token_set_exact,True,,0,,5
Methylphenidate,NCT06580041,Precision Care for Major Depressive Disorder,ENROLLING_BY_INVITATION,PHASE4,"Major Depressive Disorder; Depression; Depressive Disorder, Major",2024-08-28 00:00:00+00:00,12334,"Depressive Disorder, Major",Depressive Disorder Major,@DISEASE_Depressive_Disorder_Major,exact,True,,0,,5
Methylphenidate,NCT00015054,Methylphendidate Treatment of Cocaine Dependent Patients With Attention Deficit Hyperactivity Disorder - 3,COMPLETED,PHASE2,Cocaine-Related Disorders,2001-04-18 00:00:00+00:00,12337,Cocaine-Related Disorders,Cocaine-Related Disorders,@DISEASE_Cocaine_Related_Disorders,exact,True,,0,,1
Methylphenidate,NCT00015301,Methylphenidate Raclopride Positron Emission Tomography (PET) Test - 11,COMPLETED,PHASE4,Cocaine-Related Disorders; Substance-Related Disorders,2001-04-18 00:00:00+00:00,12339,Cocaine-Related Disorders,Cocaine-Related Disorders,@DISEASE_Cocaine_Related_Disorders,exact,True,,0,,1
Methylphenidate,NCT00015301,Methylphenidate Raclopride Positron Emission Tomography (PET) Test - 11,COMPLETED,PHASE4,Cocaine-Related Disorders; Substance-Related Disorders,2001-04-18 00:00:00+00:00,12339,Substance-Related Disorders,Substance-Related Disorders,@DISEASE_Substance_Related_Disorders,exact,True,,0,,1
Methylphenidate,NCT05561205,rTMS for Apathy Clinical Trial,RECRUITING,,Alzheimer Disease; Apathy in Dementia; Dementia; Mild Behavioural Impairment; Mild Cognitive Impairment; Neurocognitive Disorders,2022-09-27 00:00:00+00:00,12343,Alzheimer Disease,Alzheimer Disease,@DISEASE_Alzheimer_Disease,exact,True,,0,,10
Methylphenidate,NCT05561205,rTMS for Apathy Clinical Trial,RECRUITING,,Alzheimer Disease; Apathy in Dementia; Dementia; Mild Behavioural Impairment; Mild Cognitive Impairment; Neurocognitive Disorders,2022-09-27 00:00:00+00:00,12343,Dementia,Dementia,@DISEASE_Dementia,exact,True,,0,,10
Methylphenidate,NCT05561205,rTMS for Apathy Clinical Trial,RECRUITING,,Alzheimer Disease; Apathy in Dementia; Dementia; Mild Behavioural Impairment; Mild Cognitive Impairment; Neurocognitive Disorders,2022-09-27 00:00:00+00:00,12343,Neurocognitive Disorders,Neurocognitive Disorders,@DISEASE_Neurocognitive_Disorders,exact,True,,0,,1
Methylphenidate,NCT03090269,Methylphenidate for Cocaine Dependence,WITHDRAWN,PHASE2,Substance-Related Disorders,2017-03-14 00:00:00+00:00,12346,Substance-Related Disorders,Substance-Related Disorders,@DISEASE_Substance_Related_Disorders,exact,True,,0,,1
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Long QT Syndrome,Long QT Syndrome,@DISEASE_Long_QT_Syndrome,exact,True,,0,,10
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Death,Death,@DISEASE_Death,exact,True,,0,,10
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,"Death, Sudden, Cardiac",Death Sudden Cardiac,@DISEASE_Death_Sudden_Cardiac,exact,True,,0,,2
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Romano-Ward Syndrome,Romano-Ward Syndrome,@DISEASE_Romano_Ward_Syndrome,exact,True,,0,,1
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Pathologic Processes,Pathologic Processes,@DISEASE_Pathologic_Processes,exact,True,,0,,1
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Heart Arrest,Heart Arrest,@DISEASE_Heart_Arrest,exact,True,,0,,2
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Heart Diseases,Heart Diseases,@DISEASE_Heart_Diseases,exact,True,,0,,9
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,Cardiovascular Diseases,Cardiovascular Diseases,@DISEASE_Cardiovascular_Diseases,exact,True,,0,1,0
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,"Death, Sudden",Death Sudden,@DISEASE_Death_Sudden,exact,True,,0,,10
Methylphenidate,NCT03642405,Drug-induced Repolarization ECG Changes,UNKNOWN,,"Long QT Syndrome; ADHD; Depression; Death; Death, Sudden, Cardiac; Romano-Ward Syndrome; Pathologic Processes; Heart Arrest; Electrocardiogram: Electrical Alternans; Heart Diseases; Cardiovascular Diseases; Death, Sudden; Arrhythmias, Cardiac; Heart Defects, Congenital; Cardiovascular Abnormalities; Congenital Abnormalities; Genetic Disease; Genetic Syndrome; Qt Interval, Variation in; Psychiatric Disorder",2018-08-16 00:00:00+00:00,12347,"Arrhythmias, Cardiac",Arrhythmias Cardiac,@DISEASE_Arrhythmias_Cardiac,exact,True,,0,,1
