drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,match_tier,tie_top_score,extra_tokens,missing_tokens,n_candidates_returned,shared_tokens_best,flag_too_specific,accept_any_candidate,accept_min_overlap
Atorvastatin,NCT04333407,Preventing Cardiac Complication of COVID-19 Disease With Early Acute Coronary Syndrome Therapy: A Randomised Controlled Trial.,TERMINATED,,COVID-19,2020-04-01 00:00:00+00:00,41,COVID-19,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT00163163,Carotid Atorvastatin Study in Hyperlipidemic Post-Menopausal Women,COMPLETED,PHASE3,Hypercholesterolaemia,2005-09-09 00:00:00+00:00,42,Hypercholesterolaemia,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01442428,Paradoxical Tuberculosis Immune Reconstitution Inflammatory Syndrome (TB-IRIS) Treatment Trial,WITHDRAWN,PHASE2; PHASE3,Immune Reconstitution Inflammatory Syndrome; Immune Reconstitution Syndrome; Tuberculosis; HIV-infection/Aids,2011-08-30 00:00:00+00:00,43,Immune Reconstitution Syndrome,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01442428,Paradoxical Tuberculosis Immune Reconstitution Inflammatory Syndrome (TB-IRIS) Treatment Trial,WITHDRAWN,PHASE2; PHASE3,Immune Reconstitution Inflammatory Syndrome; Immune Reconstitution Syndrome; Tuberculosis; HIV-infection/Aids,2011-08-30 00:00:00+00:00,43,HIV-infection/Aids,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT00380939,This Study Uses Ultrasound to Determine Whether Atorvastatin or Pravastatin Effects the Progression of Coronary Plaque.,COMPLETED,PHASE4,Coronary Arteriosclerosis,2006-09-26 00:00:00+00:00,46,Coronary Arteriosclerosis,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01974544,Prevention and Treatment Of Diabetes Complications With Gastric Surgery or Intensive Medicines,UNKNOWN,,Type 2 Diabetes,2013-05-25 00:00:00+00:00,47,Type 2 Diabetes,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT02913664,Risk Reduction for Alzheimer's Disease,COMPLETED,PHASE2; PHASE3,Cognitively Normal Older Adults; Hypertension; Subjective Cognitive Decline; Family History of Alzheimer's Disease,2016-09-14 00:00:00+00:00,48,Cognitively Normal Older Adults,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT02913664,Risk Reduction for Alzheimer's Disease,COMPLETED,PHASE2; PHASE3,Cognitively Normal Older Adults; Hypertension; Subjective Cognitive Decline; Family History of Alzheimer's Disease,2016-09-14 00:00:00+00:00,48,Subjective Cognitive Decline,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT02913664,Risk Reduction for Alzheimer's Disease,COMPLETED,PHASE2; PHASE3,Cognitively Normal Older Adults; Hypertension; Subjective Cognitive Decline; Family History of Alzheimer's Disease,2016-09-14 00:00:00+00:00,48,Family History of Alzheimer's Disease,,,,False,0,0,0,0,False,False,False
Atorvastatin,NCT01306565,High Dose and Low Dose of Atorvastatin in Patients With Unstable Angina and NSTEMI (Non ST Elevation MI),COMPLETED,,Cardiovascular Disease,2011-03-01 00:00:00+00:00,49,Cardiovascular Disease,,,,False,0,0,0,0,False,False,False
