row_index,nct_id,drug,removed_term,original_disease_field
14492,NCT01607762,Quetiapine,Healthy,Healthy
14507,NCT01400165,Quetiapine,Healthy,Healthy
14518,NCT01871701,Quetiapine,Healthy,Healthy
14556,NCT01634386,Quetiapine,Healthy,Healthy
14559,NCT05235230,Quetiapine,Bioequivalence,Bioequivalence
14569,NCT00702676,Quetiapine,Healthy Volunteers,Healthy Volunteers
14607,NCT03317236,Quetiapine,Healthy,Healthy
14622,NCT01566487,Quetiapine,Healthy,Healthy
14647,NCT01634399,Quetiapine,Healthy,Healthy
14710,NCT03975166,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14738,NCT03894280,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14766,NCT04124094,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14769,NCT03524066,Fluticasone; Salmeterol,Healthy,Healthy
14771,NCT03751202,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14789,NCT01657487,Fluticasone; Salmeterol,Quality of Life,Percentage of Annual Acute Exacerbation; Quality of Life
14805,NCT05697003,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14818,NCT04466176,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14822,NCT02232087,Fluticasone; Salmeterol,Healthy,Healthy
14829,NCT04546256,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14857,NCT04746040,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence; Asthma
14886,NCT05085587,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence; Asthma
14901,NCT04564456,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14905,NCT03820180,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14910,NCT05982990,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14912,NCT06025214,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
14976,NCT04462822,Fluticasone; Salmeterol,Bioequivalence,Bioequivalence
15016,NCT00810316,Clonazepam,Pharmacokinetics,Pharmacokinetics
15037,NCT06834503,Clonazepam,Healthy,Healthy; Healthy Donors
15064,NCT03204396,Dulaglutide,Smoking Cessation,"Glucagon-like Peptide-1; Smoking Cessation; Weight Change, Body; Craving"
15066,NCT02759107,Dulaglutide,Healthy,Healthy; Type 2 Diabetes Mellitus (T2DM)
15103,NCT04641312,Dulaglutide,Healthy,Healthy; Type 2 Diabetes
15131,NCT01250834,Dulaglutide,Healthy Volunteers,Healthy Volunteers
15154,NCT01667900,Dulaglutide,Healthy Volunteers,"Diabetes Mellitus, Type 2; Healthy Volunteers"
15157,NCT05136287,Dulaglutide,Quality of Life,"Weight Loss; Diabetes Mellitus, Type 2; Quality of Life; Safety Issues"
15164,NCT04189848,Dulaglutide,Healthy Volunteers,"Healthy Volunteers; Diabetes Mellitus, Type 2; Overweight; Obesity"
15182,NCT03363906,Dulaglutide,Healthy,Healthy
15186,NCT00164112,Azithromycin,Healthy,Healthy
15204,NCT00354952,Azithromycin,Healthy Volunteers,Healthy Volunteers
15266,NCT00879983,Azithromycin,Healthy Volunteers,Healthy Volunteers
15283,NCT03252067,Azithromycin,Pharmacokinetics,Pharmacokinetics
15369,NCT00644774,Azithromycin,Healthy,Healthy
15446,NCT05966688,Azithromycin,Healthy Volunteers,Healthy Volunteers
15452,NCT00649935,Azithromycin,Healthy,Healthy
15455,NCT04669717,Azithromycin,Pharmacokinetics,Periodontal Diseases; Antibiotics; Pharmacokinetics
15471,NCT02707042,Azithromycin,Healthy,Normal Physiology; Healthy
15474,NCT00830336,Azithromycin,Healthy,Healthy
15490,NCT01218711,Hydrochlorothiazide; Losartan,Healthy,Healthy
15494,NCT01149473,Hydrochlorothiazide; Losartan,Healthy,Healthy
15513,NCT01218724,Hydrochlorothiazide; Losartan,Healthy,Healthy
15514,NCT01149486,Hydrochlorothiazide; Losartan,Healthy,Healthy
15520,NCT01692717,Hydrochlorothiazide; Losartan,Healthy Subjects,Healthy Subjects
15580,NCT00835705,Amoxicillin; Clavulanate,Healthy,Healthy
15589,NCT00778284,Amoxicillin; Clavulanate,Healthy,Healthy
15594,NCT03410771,Amoxicillin; Clavulanate,Pharmacokinetics,Electric Impedance; Pharmacokinetics; Capillary Leak Syndrome
15613,NCT06277609,Amoxicillin; Clavulanate,Healthy Participants,Healthy Participants
15618,NCT00778414,Amoxicillin; Clavulanate,Healthy,Healthy
15625,NCT00778661,Amoxicillin; Clavulanate,Healthy,Healthy
15646,NCT02143323,Amoxicillin; Clavulanate,Healthy,Healthy
15667,NCT00778544,Amoxicillin; Clavulanate,Healthy,Healthy
15688,NCT03616301,Amoxicillin; Clavulanate,Bioequivalence,Bioequivalence
15709,NCT00840840,Amoxicillin; Clavulanate,Healthy,Healthy
15714,NCT01473368,Amoxicillin; Clavulanate,Healthy Volunteers,Healthy Volunteers
15746,NCT06426836,Amoxicillin; Clavulanate,Pharmacokinetics,Pharmacokinetics; Amoxicillin-clavulanate; Piperacillin-tazobactam; Meropenem; Cefazolin; Teicoplanin; Vancomycin; Ciprofloxacin; Amikacin
15748,NCT04376554,Amoxicillin; Clavulanate,Healthy Volunteers,Healthy Volunteers
15767,NCT00840099,Amoxicillin; Clavulanate,Healthy,Healthy
15785,NCT03702894,Amoxicillin; Clavulanate,Bioequivalence,Bioequivalence
15804,NCT00836901,Amoxicillin; Clavulanate,Healthy,Healthy
15841,NCT02431832,Amoxicillin; Clavulanate,Healthy,Healthy
15966,NCT01677507,Latanoprost,Healthy,Glaucoma; Healthy
16136,NCT01904032,Cholecalciferol,Quality of Life,Diabetes; Depression; Quality of Life
16140,NCT03321318,Cholecalciferol,Healthy,Healthy
16168,NCT02308930,Cholecalciferol,Healthy,Healthy
16226,NCT00732758,Cholecalciferol,Healthy,Healthy
16269,NCT05235334,Cholecalciferol,Quality of Life,Usability; Quality of Life
16328,NCT06429410,Cholecalciferol,Healthy,Healthy
16334,NCT03962673,Cholecalciferol,Healthy,Healthy
16348,NCT03472833,Cholecalciferol,Quality of Life,Pancreas Cancer; Vitamin D Deficiency; Quality of Life
16406,NCT05281107,Cholecalciferol,Healthy,Healthy
16420,NCT06630637,Cholecalciferol,Healthy,Intermittent Fasting; Healthy; Digital Health
16453,NCT00251602,Propranolol,Healthy,Healthy
16454,NCT05692869,Propranolol,Healthy,Healthy
16459,NCT04682184,Propranolol,Healthy,Healthy
16491,NCT03270644,Propranolol,Healthy,Healthy
16504,NCT03882255,Propranolol,Healthy,Healthy
16513,NCT00016666,Propranolol,Healthy,Seasonal Affective Disorder; Healthy
16524,NCT03524066,Propranolol,Healthy,Healthy
16564,NCT00916721,Propranolol,Smoking Cessation,Smoking Cessation
16588,NCT02808611,Propranolol,Healthy Subjects,Healthy Subjects
16621,NCT01950520,Propranolol,Healthy Volunteers,Healthy Volunteers
16629,NCT00647608,Propranolol,Healthy,Healthy
16645,NCT00647816,Propranolol,Healthy,Healthy
16667,NCT02264093,Propranolol,Healthy,Healthy
16687,NCT05219799,Propranolol,Healthy,Obesity; Vasodilation; Healthy
16704,NCT06034158,Propranolol,Healthy,Healthy
16742,NCT00681525,Ezetimibe,Pharmacokinetics,Pharmacokinetics
16743,NCT02730689,Ezetimibe,Healthy Volunteers,Healthy Volunteers
16764,NCT02501200,Ezetimibe,Healthy,Healthy
16766,NCT04322266,Ezetimibe,Healthy,Healthy
16831,NCT07182383,Ezetimibe,Healthy Subjects,Healthy Subjects
16863,NCT02461004,Ezetimibe,Healthy,Healthy
16866,NCT00359281,Ezetimibe,Healthy,Healthy
16881,NCT07201545,Ezetimibe,Healthy Subjects,Healthy Subjects
16940,NCT00810303,Ezetimibe,Pharmacokinetics,Pharmacokinetics; Drug Interactions; Pharmacodynamics; Intestinal Transporter Expression
16973,NCT05481385,Ezetimibe,Pharmacokinetics,Pharmacokinetics; Safety
16977,NCT06547359,Ezetimibe,Healthy Volunteers,Healthy Volunteers
17011,NCT00621101,Ezetimibe,Pharmacokinetics,Pharmacokinetics; Drug Interactions; Hypercholesterolemia; Immunosuppression
17013,NCT04081844,Ezetimibe,Healthy,Healthy
17036,NCT00905346,Topiramate,Healthy,Healthy
17047,NCT03307863,Topiramate,Contraception,Contraception; Drug Interactions
17057,NCT00901784,Topiramate,Healthy,Healthy
17082,NCT00902473,Topiramate,Healthy,Healthy
17099,NCT00939692,Topiramate,Healthy,Healthy
17123,NCT00904943,Topiramate,Healthy,Healthy
17127,NCT00648934,Topiramate,Healthy,Healthy
17191,NCT01950520,Topiramate,Healthy Volunteers,Healthy Volunteers
17226,NCT05812183,Topiramate,Quality of Life,Dyspnea; Quality of Life
17227,NCT00649467,Topiramate,Healthy,Healthy
17228,NCT00905164,Topiramate,Healthy,Healthy
17231,NCT00280839,Topiramate,Smoking Cessation,Smoking Cessation
17243,NCT00649740,Topiramate,Healthy,Healthy
17250,NCT00905567,Topiramate,Healthy,Healthy
17269,NCT00939705,Topiramate,Healthy,Healthy
17297,NCT03308669,Topiramate,Healthy,Healthy
17338,NCT00648193,Paroxetine,Healthy,Healthy
17346,NCT00647881,Paroxetine,Healthy,Healthy
17351,NCT02264184,Paroxetine,Healthy,Healthy
17358,NCT05175430,Paroxetine,Healthy,Healthy
17365,NCT03054220,Paroxetine,Healthy,Healthy
17418,NCT00648427,Paroxetine,Healthy,Healthy
17427,NCT01916824,Paroxetine,Healthy Controls,Major Depressive Disorder; Healthy Controls
17436,NCT01367535,Paroxetine,Healthy Adults,Healthy Adults
17447,NCT05992428,Paroxetine,Healthy,Healthy
17463,NCT00841698,Paroxetine,Healthy,Healthy
17467,NCT00456560,Paroxetine,Healthy,Healthy
17500,NCT02655354,Paroxetine,Quality of Life,Posttraumatic Stress Disorder; Depression; Alcohol-Related Disorders; Suicidal Ideation; Substance-Related Disorders; Mild Cognitive Impairment; Quality of Life; Pain; Wounds and Injury; Brain Injuries; Chronic Disease
17501,NCT02097147,Paroxetine,Healthy,Healthy
17525,NCT00650403,Paroxetine,Healthy,Healthy
17542,NCT04981704,Paroxetine,Healthy,Healthy
17562,NCT01159821,Paroxetine,Healthy,Healthy
17564,NCT02681198,Paroxetine,Healthy,Healthy
17566,NCT00841659,Paroxetine,Healthy,Healthy
17567,NCT00385762,Paroxetine,Healthy,Healthy
17569,NCT01318031,Paroxetine,Healthy Volunteers,Healthy Volunteers
17575,NCT04188028,Paroxetine,Healthy,Healthy
17610,NCT02932904,Paroxetine,Healthy Volunteers,Healthy Volunteers
17631,NCT01649492,Diclofenac,Healthy Volunteers,Healthy Volunteers
17637,NCT06954181,Diclofenac,Healthy Participants,Healthy Participants
17664,NCT03781544,Diclofenac,Healthy,Osteoarthritis of Multiple Joints of Ankle or Foot; Healthy
17670,NCT02652312,Diclofenac,Anesthesia,Anesthesia
17676,NCT03745599,Diclofenac,Quality of Life,Pain; Quality of Life
17719,NCT03074162,Diclofenac,Healthy,Healthy
17732,NCT00548678,Diclofenac,Healthy,Healthy
17747,NCT02882035,Diclofenac,Anesthesia,Anesthesia
17775,NCT02361619,Diclofenac,Healthy Volunteers,Healthy Volunteers
17803,NCT04132583,Diclofenac,Healthy,Healthy
17809,NCT01734954,Diclofenac,Anesthesia,Anesthesia
17829,NCT06729073,Diclofenac,Healthy Volunteer,Healthy Volunteer
17833,NCT02689024,Diclofenac,Anesthesia,Hip Fractures; Anesthesia
17841,NCT00805090,Diclofenac,Healthy,"Renal Insufficiency, Chronic; Hepatic Insufficiency; Healthy"
17862,NCT04592016,Diclofenac,Healthy,Healthy
17867,NCT02495831,Diclofenac,Healthy,Healthy
17870,NCT01592019,Diclofenac,Bioequivalence,Bioequivalence
17903,NCT00978601,Diclofenac,Anesthesia,Anesthesia; Myomectomy
17908,NCT01306318,Diclofenac,Healthy Volunteers,Healthy Volunteers
17949,NCT06340581,Budesonide; Formoterol,Healthy,Healthy
17966,NCT00868426,Budesonide; Formoterol,Healthy,Healthy
17969,NCT01457716,Budesonide; Formoterol,Healthy,Healthy
17976,NCT06027606,Budesonide; Formoterol,Healthy,Healthy
17995,NCT03551197,Budesonide; Formoterol,Quality of Life,"Pulmonary Disease, Chronic Obstructive; Exercise; Lung Function Decreased; Quality of Life"
18038,NCT03033758,Budesonide; Formoterol,Quality of Life,Asthma; Quality of Life
18041,NCT03055793,Budesonide; Formoterol,Quality of Life,Asthma; Quality of Life; Satisfaction
18046,NCT06723756,Budesonide; Formoterol,Healthy Participants,Healthy Participants
18197,NCT03563001,Budesonide; Formoterol,Quality of Life,"Pulmonary Disease, Chronic Obstructive; Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome; Small Airway Disease; Quality of Life"
18227,NCT01980615,Budesonide; Formoterol,Healthy Volunteers,Healthy Volunteers
18268,NCT00837902,Atenolol,Healthy,Healthy
18298,NCT04905277,Atenolol,Healthy,Healthy
18336,NCT01445964,Atenolol,Healthy,Healthy
18337,NCT00310778,Atenolol,Healthy,Healthy
18339,NCT02479204,Atenolol,Healthy Subjects,Healthy Subjects
18340,NCT01795235,Atenolol,Healthy,Healthy
18354,NCT00775580,Atenolol,Healthy,Healthy
18381,NCT01235338,Lisdexamfetamine,Healthy,Healthy
18382,NCT00776555,Lisdexamfetamine,Healthy,Healthy
18421,NCT01890785,Lisdexamfetamine,Healthy Volunteers,Healthy Volunteers
18431,NCT00919867,Lisdexamfetamine,Healthy,Healthy
18442,NCT00746733,Lisdexamfetamine,Healthy Volunteers,Healthy Volunteers
18448,NCT02668926,Lisdexamfetamine,Healthy,Healthy
18481,NCT02144415,Lisdexamfetamine,Healthy Volunteers,Healthy Volunteers; Drug Users
18487,NCT00649571,Doxycycline,Healthy,Healthy
18601,NCT00353158,Doxycycline,Healthy Volunteers,Healthy Volunteers; Fungal Infections; Bacterial Infections
18619,NCT05742139,Doxycycline,Quality of Life,"Neuroborreliosis, Lyme; Quality of Life"
18626,NCT00829764,Doxycycline,Healthy,Healthy
18646,NCT00647959,Doxycycline,Healthy,Healthy
18706,NCT00775918,Doxycycline,Healthy,Healthy
18762,NCT00775177,Doxycycline,Healthy,Healthy
18792,NCT01270815,Pregabalin,Healthy,Healthy
18836,NCT02349607,Pregabalin,Healthy,Healthy
18845,NCT04894864,Pregabalin,Anesthesia,Elective Surgical Procedures; Postoperative Pain; Anesthesia; Opioid Use; Abdominal Aortic Aneurysm Without Rupture; Vascular Surgical Procedure; Interleukin 6; Immunomodulators
18862,NCT01443169,Pregabalin,Healthy,Healthy
18870,NCT01342198,Pregabalin,Healthy,Healthy
18873,NCT02260947,Pregabalin,Healthy,Healthy
18880,NCT06077786,Pregabalin,Healthy Participants,Healthy Participants
18881,NCT02952937,Pregabalin,Healthy,Healthy
18906,NCT01080612,Pregabalin,Healthy,Healthy
18930,NCT01291524,Pregabalin,Healthy,Healthy
18964,NCT01202422,Pregabalin,Healthy,Healthy
18968,NCT01321671,Pregabalin,Healthy,Healthy
18987,NCT01257529,Pregabalin,Healthy,Healthy
19016,NCT05071118,Pregabalin,Anesthesia,Anesthesia
19045,NCT02725112,Pregabalin,Healthy,Healthy
19051,NCT02103686,Pregabalin,Healthy,Healthy
19075,NCT05172739,Pregabalin,Anesthesia,"Systemic Inflammatory Response Syndrome; Postoperative Pain, Acute; Postoperative Pain, Chronic; Infections Postoperative; Opioid Use; Anesthesia; Non-small Cell Lung Cancer"
19078,NCT05389813,Pregabalin,Anesthesia,Anesthesia
19086,NCT01202435,Pregabalin,Healthy,Healthy
19087,NCT04423068,Ethinyl Estradiol; Norethindrone,Contraception,Pregnancy Related; Contraception; Contraceptive Usage; Contraception Behavior; Pregnancy
19091,NCT01656434,Ethinyl Estradiol; Norethindrone,Contraception,Contraception
19096,NCT04934696,Ethinyl Estradiol; Norethindrone,Healthy Participants,Healthy Participants
19097,NCT01340625,Ethinyl Estradiol; Norethindrone,Bioequivalence,Bioequivalence
19101,NCT01465022,Ethinyl Estradiol; Norethindrone,Contraception,Breast Feeding; Contraception
19103,NCT03451110,Ethinyl Estradiol; Norethindrone,Healthy Subjects,Healthy Subjects
19105,NCT01246791,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19109,NCT01597986,Ethinyl Estradiol; Norethindrone,Healthy Volunteers,Pharmacokinetics of Isavuconazole; Pharmacokinetics of Ethinyl Estradiol and Norethindrone; Healthy Volunteers
19110,NCT03856970,Ethinyl Estradiol; Norethindrone,Healthy Volunteers,Healthy Volunteers
19111,NCT03106454,Ethinyl Estradiol; Norethindrone,Contraception,Contraception; Ovulation
19114,NCT00477633,Ethinyl Estradiol; Norethindrone,Contraception,Contraception
19119,NCT01040845,Ethinyl Estradiol; Norethindrone,Pharmacokinetics,Pharmacokinetics
19120,NCT04016753,Ethinyl Estradiol; Norethindrone,Healthy Participants,Healthy Participants
19122,NCT04709094,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19128,NCT00391807,Ethinyl Estradiol; Norethindrone,Contraception,Contraception
19129,NCT07215806,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19135,NCT01253824,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19139,NCT05579574,Ethinyl Estradiol; Norethindrone,Healthy Participants,Healthy Participants
19140,NCT01344369,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19144,NCT06186271,Ethinyl Estradiol; Norethindrone,Contraception,Contraception
19146,NCT02652650,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19147,NCT00338052,Ethinyl Estradiol; Norethindrone,Contraception,Contraception
19148,NCT02245438,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19149,NCT00656318,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19155,NCT00821496,Ethinyl Estradiol; Norethindrone,Healthy,Healthy
19182,NCT00776620,Glimepiride,Healthy,Healthy
19201,NCT00934817,Glimepiride,Healthy,Healthy
19258,NCT00934323,Glimepiride,Healthy,Healthy
19280,NCT01052909,Glimepiride,Healthy,Healthy
19294,NCT01053689,Glimepiride,Healthy,Healthy
19295,NCT00834340,Glimepiride,Healthy,Healthy
19297,NCT01302158,Glimepiride,Healthy Subjects,Healthy Subjects
19329,NCT06644404,Glimepiride,Healthy,Healthy
19335,NCT01496443,Glimepiride,Pharmacokinetics,Pharmacokinetics
19336,NCT00776490,Glimepiride,Healthy,Healthy
19350,NCT01934816,Glimepiride,Healthy Subjects,Healthy Subjects
19365,NCT02395237,Glimepiride,Healthy,Healthy
19372,NCT00648362,Glimepiride,Healthy,Healthy
19374,NCT00549263,Glimepiride,Healthy Subjects,Healthy Subjects
19382,NCT00835172,Glimepiride,Healthy,Healthy
19386,NCT01437800,Glimepiride,Healthy,Healthy
19391,NCT00650533,Glimepiride,Healthy,Healthy
19396,NCT02172261,Glimepiride,Healthy,Healthy
19413,NCT01768455,Glimepiride,Healthy,Healthy
19419,NCT01437813,Glimepiride,Healthy,Healthy
19451,NCT01146028,Tizanidine,Healthy,Healthy
19461,NCT01065987,Tizanidine,Healthy,Healthy
19488,NCT04894864,Clonidine,Anesthesia,Elective Surgical Procedures; Postoperative Pain; Anesthesia; Opioid Use; Abdominal Aortic Aneurysm Without Rupture; Vascular Surgical Procedure; Interleukin 6; Immunomodulators
19523,NCT02882035,Clonidine,Anesthesia,Anesthesia
19566,NCT00029627,Clonidine,Healthy,Healthy
19582,NCT03124680,Clonidine,Anesthesia,Anesthesia
19614,NCT05592379,Clonidine,Healthy,Healthy; Psychedelic Experiences; Sleep
19624,NCT05172739,Clonidine,Anesthesia,"Systemic Inflammatory Response Syndrome; Postoperative Pain, Acute; Postoperative Pain, Chronic; Infections Postoperative; Opioid Use; Anesthesia; Non-small Cell Lung Cancer"
19650,NCT04737473,Clonidine,Anesthesia,Opioids; Clinical Trial; Anesthesia; Gynecology; Surgery
19699,NCT04797312,Clonidine,Anesthesia,Anesthesia; Anesthesia; Adverse Effect; Opioid Analgesic Adverse Reaction; Post-Op Complication
19699,NCT04797312,Clonidine,Anesthesia,Anesthesia; Anesthesia; Adverse Effect; Opioid Analgesic Adverse Reaction; Post-Op Complication
19715,NCT02444559,Clonidine,Healthy,Healthy
19726,NCT02548806,Clonidine,Healthy,Healthy
19743,NCT02096744,Clonidine,Healthy,Healthy
19754,NCT04032691,Clonidine,Healthy Volunteers,Healthy Volunteers
19786,NCT00775359,Fenofibrate,Healthy,Healthy
19787,NCT00961116,Fenofibrate,Healthy,Healthy
19828,NCT00359281,Fenofibrate,Healthy,Healthy
19837,NCT02422030,Fenofibrate,Healthy,Healthy
19844,NCT00839293,Fenofibrate,Healthy,Healthy
19850,NCT01472380,Fenofibrate,Healthy,Healthy
19855,NCT01109758,Fenofibrate,Healthy,Healthy
19880,NCT00543647,Fenofibrate,Healthy Volunteers,Healthy Volunteers
19894,NCT02306889,Fenofibrate,Healthy,Healthy
19921,NCT01501435,Fenofibrate,Healthy,Healthy
19922,NCT00775827,Fenofibrate,Healthy,Healthy
19925,NCT00487136,Fenofibrate,Healthy,Healthy
19933,NCT02306902,Fenofibrate,Healthy,Healthy
19946,NCT01509196,Fenofibrate,Healthy,Healthy
19963,NCT00960687,Fenofibrate,Healthy,Healthy
19971,NCT00644592,Fenofibrate,Healthy,Healthy
19993,NCT02317575,Insulin Lispro,Healthy Volunteers,Healthy Volunteers
20003,NCT02660502,Insulin Lispro,Healthy,Healthy
20057,NCT00803972,Insulin Lispro,Healthy Volunteers,Healthy Volunteers
20093,NCT02942654,Insulin Lispro,Healthy,Healthy
20104,NCT07109245,Insulin Lispro,Healthy Controls,Brain Insulin Sensitivity; Healthy Controls; Cognition
20105,NCT00979875,Insulin Lispro,Healthy,Healthy
20108,NCT04049123,Insulin Lispro,Healthy,Healthy
20141,NCT02529293,Insulin Lispro,Healthy,Healthy
20147,NCT01871493,Insulin Lispro,Healthy Volunteers,Healthy Volunteers
20178,NCT02525744,Insulin Lispro,Healthy,Healthy
20179,NCT06280703,Insulin Lispro,Healthy,Healthy; Type 1 Diabetes Mellitus
20185,NCT05373186,Insulin Lispro,Healthy,Healthy
20189,NCT06153329,Insulin Lispro,Healthy,Healthy
20207,NCT02111083,Insulin Lispro,Healthy Volunteers,Healthy Volunteers
20216,NCT02770521,Insulin Lispro,Healthy,Healthy
20229,NCT01133392,Insulin Lispro,Healthy Volunteers,Healthy Volunteers
20237,NCT01638325,Insulin Lispro,Healthy Participants,Healthy Participants
20267,NCT02293551,Insulin Lispro,Healthy Volunteers,Healthy Volunteers
20268,NCT06945406,Insulin Lispro,Healthy,"Healthy; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2"
20270,NCT02752087,Insulin Lispro,Healthy,Healthy
20274,NCT02432976,Insulin Lispro,Quality of Life,Quality of Life
20293,NCT04859452,Valsartan,Healthy Subjects,Healthy Subjects
20305,NCT02197442,Valsartan,Healthy,Healthy
20311,NCT01232049,Valsartan,Healthy,Healthy
20334,NCT01823913,Valsartan,Healthy,Healthy
20366,NCT00416468,Valsartan,Healthy,Healthy
20390,NCT01115972,Valsartan,Healthy,Healthy; Pharmacokinetics of Valsartan
20406,NCT02088008,Valsartan,Healthy Volunteers,Healthy Volunteers
20416,NCT00185055,Valsartan,Healthy,Healthy
20444,NCT02197494,Valsartan,Healthy,Healthy
20500,NCT01494727,Valsartan,Healthy,Healthy
20505,NCT06193187,Valsartan,Healthy Volunteers,Healthy Volunteers
20591,NCT02479867,Cephalexin,Healthy,Healthy
20597,NCT01501747,Cephalexin,Pharmacokinetics,Placebo Effect; Drug Half Life; Pharmacokinetics
20599,NCT02123472,Cephalexin,Healthy Volunteers,Healthy Volunteers
20615,NCT02490670,Cephalexin,Healthy,Healthy
20631,NCT00834275,Cephalexin,Healthy,Healthy
20638,NCT02123459,Cephalexin,Healthy Volunteers,Healthy Volunteers
20648,NCT02123446,Cephalexin,Healthy Volunteers,Healthy Volunteers
20655,NCT02140281,Cephalexin,Healthy Volunteers,Healthy Volunteers
20667,NCT02100826,Cephalexin,Healthy Volunteers,Healthy Volunteers
20687,NCT00835081,Cephalexin,Healthy,Healthy
20697,NCT00647738,Baclofen,Healthy,Healthy
20727,NCT02001584,Baclofen,Healthy Volunteers,"Healthy Volunteers;; Obese, Otherwise Healthy Volunteers"
20774,NCT00676039,Baclofen,Healthy,Healthy
20787,NCT05257447,Baclofen,Pharmacokinetics,Pharmacokinetics
20842,NCT04727021,Rivaroxaban,Healthy Volunteers,Healthy Volunteers
20950,NCT03071380,Rivaroxaban,Healthy,Healthy
20967,NCT03172910,Rivaroxaban,Healthy,Healthy
21001,NCT04767776,Rivaroxaban,Healthy,Healthy
21017,NCT04689919,Rivaroxaban,Bioequivalence,Bioequivalence
21030,NCT01710267,Rivaroxaban,Healthy,Healthy
21088,NCT06558045,Rivaroxaban,Healthy,Healthy
21095,NCT03578146,Rivaroxaban,Healthy Volunteers,Healthy Volunteers
21117,NCT03864406,Rivaroxaban,Healthy Volunteers,Healthy Volunteers
21127,NCT01464450,Rivaroxaban,Pharmacokinetics,Pharmacokinetics; Bioavailability; Healthy Participants
21127,NCT01464450,Rivaroxaban,Healthy Participants,Pharmacokinetics; Bioavailability; Healthy Participants
21141,NCT03850652,Ferrous Sulfate,Healthy,Healthy
21178,NCT03645863,Ferrous Sulfate,Healthy,Healthy
21236,NCT05642689,Ferrous Sulfate,Healthy,Healthy
21317,NCT02412449,Ferrous Sulfate,Healthy,Healthy
21412,NCT02327546,Ferrous Sulfate,Healthy Volunteers,Healthy Volunteers
21456,NCT02256878,Amitriptyline,Healthy,Healthy
21477,NCT00355277,Amitriptyline,Healthy Volunteers,Healthy Volunteers
21547,NCT01566825,Amitriptyline,Healthy Subjects,Healthy Subjects
21561,NCT02190526,Amitriptyline,Quality of Life,Diarrhea- Predominant Irritable Bowel Syndrome; Quality of Life
21567,NCT02127736,Amitriptyline,Healthy Participants,Healthy Participants
21580,NCT01264302,Finasteride,Healthy,Healthy
21589,NCT00648791,Finasteride,Healthy,Healthy
21591,NCT00871247,Finasteride,Healthy,Healthy
21599,NCT00835796,Finasteride,Healthy,Healthy
21607,NCT01264289,Finasteride,Healthy,Healthy
21609,NCT01133457,Finasteride,Healthy,Healthy
21611,NCT00835666,Finasteride,Healthy,Healthy
21644,NCT01923090,Finasteride,Healthy Volunteers,Healthy Volunteers
21650,NCT01133444,Finasteride,Healthy,Healthy
21657,NCT00650377,Finasteride,Healthy,Healthy
21660,NCT00870480,Finasteride,Healthy,Healthy
21665,NCT00663793,Finasteride,Contraception,Contraception; Hypogonadism
21690,NCT05105698,Dapagliflozin,Healthy Volunteers,Healthy Volunteers
21694,NCT03826641,Dapagliflozin,Healthy,Healthy
21766,NCT01156246,Dapagliflozin,Healthy,Healthy
21794,NCT03364985,Dapagliflozin,Healthy,Healthy
21821,NCT04473417,Dapagliflozin,Healthy,Healthy
21835,NCT02637037,Dapagliflozin,Bioequivalence,Bioequivalence; Fixed Dose Combination Tablets; Healthy Male and Female Subjects
21982,NCT01456520,Acetaminophen; Oxycodone,Healthy,Healthy
22041,NCT02991222,Acetaminophen; Oxycodone,Healthy,Healthy
22060,NCT02618395,Acetaminophen; Oxycodone,Healthy,Healthy
22069,NCT02312739,Acetaminophen; Oxycodone,Contraception,Contraception; Inhalation of Nitrous Oxide
22080,NCT03567941,Acetaminophen; Oxycodone,Healthy,Healthy
22167,NCT02991261,Acetaminophen; Oxycodone,Healthy,Healthy
22185,NCT02966860,Acetaminophen; Oxycodone,Healthy Volunteers,Healthy Volunteers
22251,NCT02826551,Acetaminophen; Oxycodone,Anesthesia,Anesthesia
22285,NCT00353353,Folic Acid,Healthy,Healthy
22299,NCT03444155,Folic Acid,Healthy,"Healthy; Thiamine and Niacin Deficiency States; Pyridoxine Deficiency; Folic Acid Deficiency Anemia, Dietary; Vitamin B 12 Deficiency; Peroxidase; Defect; Polyphenols; Oxidative Stress; Homocystine; Metabolic Disorder"
