row_index,nct_id,drug,removed_term,original_disease_field
22322,NCT05445440,Folic Acid,Healthy Participants,Healthy Participants
22337,NCT03828227,Folic Acid,Quality of Life,Elderly Patients; Metastatic Colorectal Cancer; Quality of Life
22380,NCT03359057,Folic Acid,Contraception,Contraception
22453,NCT00709267,Folic Acid,Healthy,Healthy; Pharmacokinetics
22453,NCT00709267,Folic Acid,Pharmacokinetics,Healthy; Pharmacokinetics
22487,NCT00709982,Folic Acid,Healthy,Drug Interactions; Healthy; Pharmacokinetics
22487,NCT00709982,Folic Acid,Pharmacokinetics,Drug Interactions; Healthy; Pharmacokinetics
22629,NCT01607762,Aripiprazole,Healthy,Healthy
22671,NCT05804721,Aripiprazole,Healthy,Healthy
22708,NCT02088697,Aripiprazole,Healthy Volunteers,Healthy Volunteers
22738,NCT00361790,Aripiprazole,Healthy,Healthy
22870,NCT02089399,Olmesartan,Healthy,Healthy
22882,NCT01415466,Olmesartan,Healthy,Healthy
22885,NCT00649623,Olmesartan,Healthy,Healthy
22899,NCT00648219,Olmesartan,Healthy,Healthy
22906,NCT01020214,Olmesartan,Healthy,Healthy
22908,NCT03319706,Olmesartan,Healthy Subjects,Healthy Subjects
22917,NCT01831479,Olmesartan,Healthy,Healthy
22924,NCT02962258,Olmesartan,Healthy Subjects,Healthy Subjects
22925,NCT00185055,Olmesartan,Healthy,Healthy
22926,NCT02962336,Olmesartan,Healthy Subjects,Healthy Subjects
22929,NCT03318354,Olmesartan,Healthy Subjects,Healthy Subjects
22934,NCT04138888,Olmesartan,Bioequivalence,Bioequivalence
22959,NCT01823900,Olmesartan,Healthy,Healthy
22964,NCT02561884,Olmesartan,Healthy,Healthy
22983,NCT02665832,Olmesartan,Healthy,Healthy
22987,NCT03753477,Olmesartan,Healthy,Healthy
22992,NCT01493856,Olmesartan,Healthy Volunteers,Healthy Volunteers
23020,NCT03951051,Olmesartan,Bioequivalence,Bioequivalence
23023,NCT01019590,Olmesartan,Healthy,Healthy
23026,NCT00890565,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23028,NCT00779532,Ethinyl Estradiol; Norgestimate,Contraception,Contraception
23031,NCT04423068,Ethinyl Estradiol; Norgestimate,Contraception,Pregnancy Related; Contraception; Contraceptive Usage; Contraception Behavior; Pregnancy
23036,NCT00721344,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23038,NCT05293171,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23039,NCT07212803,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers; Safety After Oral Intake
23040,NCT01876316,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23041,NCT02064348,Ethinyl Estradiol; Norgestimate,Healthy,Diabetes; Healthy
23046,NCT03162900,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23047,NCT02172144,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23049,NCT01746732,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23051,NCT02256735,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23054,NCT03657446,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23055,NCT02537288,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23056,NCT06352541,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23058,NCT01613040,Ethinyl Estradiol; Norgestimate,Healthy Volunteer,Healthy Volunteer
23065,NCT01297062,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23071,NCT02637193,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23073,NCT06379867,Ethinyl Estradiol; Norgestimate,Anesthesia,Anesthesia
23074,NCT01140425,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23076,NCT03656952,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23077,NCT04718636,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23080,NCT03606057,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23089,NCT00709982,Ethinyl Estradiol; Norgestimate,Healthy,Drug Interactions; Healthy; Pharmacokinetics
23089,NCT00709982,Ethinyl Estradiol; Norgestimate,Pharmacokinetics,Drug Interactions; Healthy; Pharmacokinetics
23091,NCT04019574,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23093,NCT00914121,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23103,NCT06746402,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23107,NCT06215521,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23111,NCT02807207,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23115,NCT01028924,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23117,NCT01363323,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23121,NCT06258265,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23125,NCT03494907,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23130,NCT06441318,Ethinyl Estradiol; Norgestimate,Healthy Participants,Healthy Participants
23133,NCT02737605,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23137,NCT00926263,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23140,NCT03465436,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23146,NCT01416259,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23149,NCT02344303,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23154,NCT01594255,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23155,NCT00699504,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23161,NCT05630274,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23163,NCT06462326,Ethinyl Estradiol; Norgestimate,Healthy Volunteer,Healthy Volunteer
23167,NCT04560816,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23174,NCT03696459,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23175,NCT03777761,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23176,NCT02136888,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23179,NCT02176005,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23181,NCT01398293,Ethinyl Estradiol; Norgestimate,Healthy Volunteer,Healthy Volunteer
23182,NCT00672399,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23183,NCT02207699,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23191,NCT01965431,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23201,NCT00549666,Ethinyl Estradiol; Norgestimate,Pharmacokinetics,Pharmacokinetics
23202,NCT02661594,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23203,NCT02062203,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23206,NCT01871701,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23212,NCT01263808,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers; Chronic Obstructive Pulmonary Disease
23213,NCT01018420,Ethinyl Estradiol; Norgestimate,Pharmacokinetics,Pharmacokinetics
23214,NCT02091310,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23216,NCT00713336,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23218,NCT01941511,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23221,NCT06589726,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23222,NCT02494609,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23224,NCT05995444,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23225,NCT02206204,Ethinyl Estradiol; Norgestimate,Pharmacokinetics,Cardiodynamics; Safety; Tolerability; Pharmacokinetics
23230,NCT02308748,Ethinyl Estradiol; Norgestimate,Pharmacokinetics,Drug-induced QT Prolongation; Pharmacokinetics; Pharmacodynamics
23232,NCT06070597,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23235,NCT05878522,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23236,NCT04255277,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23240,NCT03516630,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23241,NCT01743677,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23245,NCT05016206,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23247,NCT00709332,Ethinyl Estradiol; Norgestimate,Contraception,Drug Interactions; Contraception; Pharmacokinetics
23247,NCT00709332,Ethinyl Estradiol; Norgestimate,Pharmacokinetics,Drug Interactions; Contraception; Pharmacokinetics
23248,NCT06591845,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23252,NCT03362853,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23255,NCT00377988,Ethinyl Estradiol; Norgestimate,Contraception,Contraception; Female Contraception
23257,NCT00996021,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23260,NCT05671029,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23263,NCT05192369,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23271,NCT07214935,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23278,NCT04660890,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23280,NCT00905762,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23285,NCT05580003,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23289,NCT02262546,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23301,NCT00316459,Ethinyl Estradiol; Norgestimate,Healthy,Healthy; Long QT Syndrome
23304,NCT05241535,Ethinyl Estradiol; Norgestimate,Healthy Subjects,Healthy Subjects
23307,NCT01073891,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23322,NCT06795204,Ethinyl Estradiol; Norgestimate,Anesthesia,Anesthesia; Adverse Effect; Cardiac Arrhythmia
23323,NCT06107036,Ethinyl Estradiol; Norgestimate,Healthy,Healthy
23325,NCT00672984,Ethinyl Estradiol; Norgestimate,Healthy Volunteers,Healthy Volunteers
23330,NCT01222897,Valacyclovir,Healthy,Healthy
23344,NCT01136525,Valacyclovir,Healthy,Healthy
23385,NCT05094414,Valacyclovir,Quality of Life,"Pain, Chronic; Urge Incontinence; Overactive Bladder Syndrome; Quality of Life"
23398,NCT01136538,Valacyclovir,Healthy,Healthy
23399,NCT01149499,Valacyclovir,Healthy,Healthy
23408,NCT00650494,Valacyclovir,Healthy,Healthy
23415,NCT00005924,Valacyclovir,Healthy,Epstein Barr Virus Infection; Healthy
23417,NCT01149460,Valacyclovir,Healthy,Healthy
23428,NCT02226978,Valacyclovir,Healthy,Healthy
23438,NCT01222910,Valacyclovir,Healthy,Healthy
23443,NCT00649870,Valacyclovir,Healthy,Healthy
23445,NCT00649974,Valacyclovir,Healthy,Healthy
23475,NCT06213948,Mirtazapine,Healthy,Functional Disorder of Stomach; Healthy
23477,NCT04806230,Mirtazapine,Pharmacokinetics,Pharmacokinetics; Antidepressive Agents; Pregnancy
23510,NCT01916824,Mirtazapine,Healthy Controls,Major Depressive Disorder; Healthy Controls
23512,NCT00834197,Mirtazapine,Healthy,Healthy
23526,NCT00835575,Mirtazapine,Healthy,Healthy
23534,NCT00878540,Mirtazapine,Healthy,Healthy
23549,NCT02655354,Mirtazapine,Quality of Life,Posttraumatic Stress Disorder; Depression; Alcohol-Related Disorders; Suicidal Ideation; Substance-Related Disorders; Mild Cognitive Impairment; Quality of Life; Pain; Wounds and Injury; Brain Injuries; Chronic Disease
23560,NCT00865384,Mirtazapine,Healthy,Healthy
23561,NCT04155008,Mirtazapine,Quality of Life,Oncologic Complications; Quality of Life; Nutrition Poor; Head and Neck Cancer; Lung Cancer; Pancreatic Cancer
23562,NCT02228239,Mirtazapine,Healthy,Healthy
23573,NCT00865696,Mirtazapine,Healthy,Healthy
23605,NCT02815917,Lorazepam,Healthy Volunteer,D3 Dopamine Receptor; Cocaine-dependent; Healthy Volunteer
23610,NCT04004416,Lorazepam,Healthy,Schizophrenia; Bipolar Disorder; Healthy; Psychosis; Schizophreniform Disorders; Schizo Affective Disorder; Major Depression With Psychotic Features
23629,NCT00720421,Lorazepam,Healthy Volunteer,Healthy Volunteer
23630,NCT00696033,Lorazepam,Healthy Subjects,Healthy Subjects
23632,NCT01877642,Lorazepam,Healthy Volunteers,Healthy Volunteers
23641,NCT00424697,Lorazepam,Healthy Subjects,Healthy Subjects
23655,NCT01994668,Lorazepam,Healthy,Healthy
23661,NCT02312739,Lorazepam,Contraception,Contraception; Inhalation of Nitrous Oxide
23680,NCT01272778,Lorazepam,Healthy Subjects,Healthy Subjects
23687,NCT05964647,Lorazepam,Healthy,Healthy
23699,NCT02147548,Lorazepam,Healthy Volunteers,Healthy Volunteers
23709,NCT00750802,Lorazepam,Healthy Volunteer,Healthy Volunteer
23711,NCT00649818,Lorazepam,Healthy,Healthy
23717,NCT01204255,Lorazepam,Healthy,Healthy
23721,NCT00972985,Lorazepam,Healthy,Healthy
23734,NCT01951144,Lorazepam,Healthy,Healthy
23753,NCT02033707,Lorazepam,Healthy,Healthy
23778,NCT01566539,Lorazepam,Healthy,Healthy
23783,NCT00985348,Levetiracetam,Healthy,Healthy
23814,NCT01131897,Levetiracetam,Healthy,Healthy
23818,NCT01491113,Levetiracetam,Healthy Subjects,Healthy Subjects; Renal Impairments
23830,NCT00849485,Levetiracetam,Healthy,Healthy
23842,NCT00849862,Levetiracetam,Healthy,Healthy
23843,NCT00859430,Levetiracetam,Healthy,Healthy
23949,NCT01132352,Levetiracetam,Healthy,Healthy
23957,NCT00926302,Levetiracetam,Healthy,Healthy
23971,NCT02602860,Levetiracetam,Healthy Volunteers,Healthy Volunteers
23972,NCT01394224,Levetiracetam,Healthy Volunteers,Healthy Volunteers
24021,NCT00859521,Levetiracetam,Healthy,Healthy
24022,NCT01725009,Levetiracetam,Healthy Volunteers,Healthy Volunteers
24033,NCT03632915,Levetiracetam,Pharmacokinetics,Acute Kidney Injury; Renal Insufficiency; Renal Failure; Pharmacokinetics
24058,NCT00006191,Levetiracetam,Healthy,Healthy; Myoclonic Epilepsy
24092,NCT01707160,Insulin Aspart,Healthy,Diabetes; Healthy
24129,NCT01523041,Insulin Aspart,Healthy,Diabetes; Healthy
24147,NCT01527565,Insulin Aspart,Healthy,Diabetes; Healthy
24166,NCT01527552,Insulin Aspart,Healthy,Diabetes; Healthy
24201,NCT01520831,Insulin Aspart,Healthy,Diabetes; Healthy
24207,NCT01620450,Insulin Aspart,Healthy,Diabetes; Healthy
24226,NCT01527656,Insulin Aspart,Healthy,Diabetes; Healthy
24244,NCT01125553,Insulin Aspart,Healthy,Diabetes; Healthy
24269,NCT00979875,Insulin Aspart,Healthy,Healthy
24282,NCT01620333,Insulin Aspart,Healthy,Diabetes; Healthy
24327,NCT01865331,Insulin Aspart,Healthy,Diabetes; Healthy
24332,NCT05539872,Insulin Aspart,Pharmacokinetics,Pharmacokinetics; Pharmacodynamics
24344,NCT01530048,Insulin Aspart,Healthy,Diabetes; Healthy
24351,NCT01698697,Insulin Aspart,Healthy,Diabetes; Healthy
24385,NCT06415019,Naproxen,Healthy Volunteers,Pain; Healthy Volunteers
24412,NCT01409603,Naproxen,Healthy Subjects,Pharmacodynamic Interaction; Healthy Subjects
24413,NCT02351024,Naproxen,Pharmacokinetics,Pharmacokinetics
24422,NCT00780325,Naproxen,Healthy Volunteers,Healthy Volunteers
24428,NCT00789802,Naproxen,Contraception,Contraception; Bleeding
24431,NCT01154790,Naproxen,Healthy,Healthy
24441,NCT00350155,Naproxen,Healthy Volunteers,Healthy Volunteers
24443,NCT03167541,Naproxen,Healthy,Healthy
24444,NCT01052129,Naproxen,Healthy,Healthy
24454,NCT01107236,Naproxen,Healthy,Healthy
24461,NCT02769247,Naproxen,Contraception,Contraception; Pain
24478,NCT00750243,Naproxen,Healthy,Healthy
24479,NCT03697889,Naproxen,Healthy,Healthy
24481,NCT00366262,Naproxen,Healthy,Healthy
24513,NCT01404598,Naproxen,Pharmacokinetics,Pharmacokinetics
24514,NCT00992381,Naproxen,Healthy,Healthy
24516,NCT00410995,Naproxen,Healthy,Healthy
24529,NCT02689024,Naproxen,Anesthesia,Hip Fractures; Anesthesia
24535,NCT01131728,Naproxen,Healthy,Healthy
24553,NCT00599404,Naproxen,Healthy,Healthy
24569,NCT02502006,Naproxen,Healthy,Healthy
24572,NCT00442208,Naproxen,Healthy,Healthy
24584,NCT01052792,Naproxen,Healthy,Healthy
24601,NCT00945178,Naproxen,Healthy Volunteers,Healthy Volunteers
24611,NCT06511973,Naproxen,Healthy Volunteers,Pain; Healthy Volunteers
24612,NCT00751556,Naproxen,Healthy,Healthy
24620,NCT06435442,Naproxen,Healthy,Healthy
24622,NCT01090596,Naproxen,Healthy,Healthy
24623,NCT00969449,Naproxen,Pharmacokinetics,Pharmacokinetics
24630,NCT00761501,Naproxen,Healthy Volunteer,Healthy Volunteer
24639,NCT04639804,Naproxen,Healthy,Healthy
24643,NCT02108548,Naproxen,Healthy Subjects,Pharmacokinetics of ASP7657; Pharmacodynamics of ASP7657; Healthy Subjects
24646,NCT02202512,Naproxen,Healthy,Healthy
24649,NCT01131767,Naproxen,Healthy,Healthy
24652,NCT02388191,Naproxen,Contraception,Contraception
24684,NCT00353353,Cyanocobalamin,Healthy,Healthy
24688,NCT03444155,Cyanocobalamin,Healthy,"Healthy; Thiamine and Niacin Deficiency States; Pyridoxine Deficiency; Folic Acid Deficiency Anemia, Dietary; Vitamin B 12 Deficiency; Peroxidase; Defect; Polyphenols; Oxidative Stress; Homocystine; Metabolic Disorder"
24826,NCT00467909,Cyanocobalamin,Healthy,Healthy
24919,NCT03965819,Cyanocobalamin,Healthy,Healthy
24968,NCT02184325,Cyanocobalamin,Healthy,Healthy
24972,NCT01311739,Cyanocobalamin,Healthy,Healthy
24979,NCT03196531,Loratadine,Healthy,Healthy
25001,NCT03151720,Loratadine,Healthy,Healthy
25008,NCT00845546,Loratadine,Healthy,Healthy
25012,NCT03640273,Loratadine,Quality of Life,Allergic Rhinitis; Adverse Drug Event; Quality of Life
25016,NCT00837915,Loratadine,Healthy,Healthy
25023,NCT01451996,Loratadine,Healthy,Healthy
25035,NCT06955741,Loratadine,Healthy Volunteer,Healthy Volunteer
25046,NCT00776282,Loratadine,Healthy,Healthy
25055,NCT00776217,Loratadine,Healthy,Healthy
25085,NCT02947711,Diltiazem,Healthy Subjects,Healthy Subjects
25091,NCT02319148,Diltiazem,Healthy Volunteers,Healthy Volunteers
25105,NCT02308748,Diltiazem,Pharmacokinetics,Drug-induced QT Prolongation; Pharmacokinetics; Pharmacodynamics
25106,NCT01124760,Diltiazem,Pharmacokinetics,Pharmacokinetics
25111,NCT06692647,Diltiazem,Healthy,Healthy; Pain
25117,NCT02526888,Diltiazem,Healthy Subjects,Healthy Subjects
25118,NCT01151345,Diltiazem,Healthy,Healthy
25130,NCT01422382,Diltiazem,Healthy,Healthy
25138,NCT00318201,Diltiazem,Healthy,Healthy
25142,NCT02653872,Diltiazem,Healthy Subjects,Healthy Subjects
25150,NCT05162222,Diltiazem,Healthy Participants,Healthy Participants
25152,NCT03070470,Diltiazem,Pharmacokinetics,Drug-induced QT Prolongation; Pharmacokinetics; Pharmacodynamics
25154,NCT02010970,Diltiazem,Healthy Volunteers,Healthy Volunteers; Pharmacologic Action
25156,NCT02300259,Diltiazem,Healthy Volunteers,Healthy Volunteers
25169,NCT06703463,Diltiazem,Healthy,Healthy
25175,NCT06662396,Diltiazem,Healthy,Healthy
25177,NCT00983372,Diltiazem,Healthy,Healthy; Adult; Volunteer; Colchicine; Pharmacokinetics; Diltiazem; Cytochrome p450 3A4; P-glycoprotein
25177,NCT00983372,Diltiazem,Pharmacokinetics,Healthy; Adult; Volunteer; Colchicine; Pharmacokinetics; Diltiazem; Cytochrome p450 3A4; P-glycoprotein
25178,NCT02479204,Diltiazem,Healthy Subjects,Healthy Subjects
25180,NCT01261156,Diltiazem,Healthy Subjects,Healthy Subjects
25182,NCT06818968,Diltiazem,Healthy,Healthy
25198,NCT07232589,Diltiazem,Healthy,Healthy
25204,NCT00847405,Sumatriptan,Healthy,Healthy
25222,NCT00872274,Sumatriptan,Healthy,Healthy
25224,NCT00614029,Sumatriptan,Pharmacokinetics,Pharmacokinetics; Bioequivalence
25224,NCT00614029,Sumatriptan,Bioequivalence,Pharmacokinetics; Bioequivalence
25233,NCT01269281,Sumatriptan,Healthy,Healthy
25262,NCT04355845,Sumatriptan,Healthy Volunteers,Healthy Volunteers
25263,NCT02932488,Sumatriptan,Healthy Volunteers,Healthy Volunteers
25264,NCT00546650,Sumatriptan,Healthy,Healthy
25266,NCT00648466,Sumatriptan,Healthy,Healthy
25270,NCT02741310,Sumatriptan,Healthy Subjects,Healthy Subjects
25275,NCT00846885,Sumatriptan,Healthy,Healthy
25276,NCT00620425,Sumatriptan,Healthy,Healthy
25282,NCT00872924,Sumatriptan,Healthy,Healthy
25292,NCT03310411,Sumatriptan,Healthy,Healthy
25294,NCT00399633,Sumatriptan,Healthy,Healthy; Migraine
25301,NCT00650247,Sumatriptan,Healthy,Healthy
25302,NCT05064488,Sumatriptan,Healthy,Healthy
25438,NCT06279507,Triamcinolone,Quality of Life,"Knee Osteoarthritis; Pain, Joint; Stiffness of Knee, Not Elsewhere Classified; Quality of Life"
25494,NCT00975728,Triamcinolone,Healthy,Healthy
25544,NCT03384771,Triamcinolone,Healthy,Healthy
25648,NCT01587313,Hydralazine,Healthy,Healthy
25653,NCT03967496,Hydralazine,Anesthesia,Delirium; Anesthesia; Adverse Effect
25685,NCT00311974,Hydralazine,Healthy,Healthy
25711,NCT02759107,Tirzepatide,Healthy,Healthy; Type 2 Diabetes Mellitus (T2DM)
25714,NCT05810597,Tirzepatide,Healthy,Healthy
25745,NCT05822544,Tirzepatide,Healthy Subjects,Healthy Subjects; Obesity; Type 2 Diabetes
25747,NCT04311424,Tirzepatide,Healthy,Healthy
25758,NCT03375463,Tirzepatide,Healthy,Healthy
25762,NCT06890611,Tirzepatide,Healthy,Healthy
25774,NCT04050670,Tirzepatide,Healthy,Healthy
25803,NCT05812183,Tirzepatide,Quality of Life,Dyspnea; Quality of Life
25819,NCT04004988,Tirzepatide,Healthy,Healthy
25821,NCT04172987,Tirzepatide,Healthy,Healthy
25872,NCT05978713,Tirzepatide,Healthy,Healthy
25893,NCT03912428,Celecoxib,Healthy Volunteers,Myositis; Inflammatory; Rheumatoid Arthritis; Healthy Volunteers
25894,NCT01632566,Celecoxib,Healthy Volunteers,Healthy Volunteers
25916,NCT00813241,Celecoxib,Healthy Volunteers,Healthy Volunteers
25920,NCT06916000,Celecoxib,Anesthesia,Anesthesia
25928,NCT03590821,Celecoxib,Healthy,Healthy
25945,NCT00780325,Celecoxib,Healthy Volunteers,Healthy Volunteers
25961,NCT01304069,Celecoxib,Healthy,Healthy
26001,NCT07171034,Celecoxib,Healthy Participants,Healthy Participants
26014,NCT01849055,Celecoxib,Healthy Volunteers,Healthy Volunteers
26022,NCT06337422,Celecoxib,Healthy Volunteer,Healthy Volunteer
26032,NCT05232461,Celecoxib,Pharmacokinetics,Pharmacokinetics
26045,NCT05438303,Celecoxib,Healthy Volunteers,Healthy Volunteers
26051,NCT02179645,Celecoxib,Healthy,Healthy
26056,NCT01632579,Celecoxib,Healthy Volunteers,Healthy Volunteers
26082,NCT00729495,Celecoxib,Healthy Volunteer,Healthy Volunteer
26107,NCT00882388,Celecoxib,Healthy,Healthy
26120,NCT05555823,Celecoxib,Healthy,Healthy
26121,NCT00296127,Celecoxib,Healthy Volunteers,Healthy Volunteers
26158,NCT03921034,Celecoxib,Anesthesia,Arthropathy of Knee; Anesthesia
26178,NCT02502006,Celecoxib,Healthy,Healthy
26214,NCT01053650,Acetaminophen,Healthy Volunteers,Healthy Volunteers
26260,NCT00855049,Acetaminophen,Pharmacokinetics,Pharmacokinetics
26274,NCT01456520,Acetaminophen,Healthy,Healthy
26282,NCT01170637,Acetaminophen,Healthy,Healthy
26286,NCT03781544,Acetaminophen,Healthy,Osteoarthritis of Multiple Joints of Ankle or Foot; Healthy
26309,NCT04418115,Acetaminophen,Quality of Life,"Fatigue; Depression, Anxiety; Insomnia; Hot Flashes; Quality of Life"
26314,NCT02205983,Acetaminophen,Healthy,Healthy
26351,NCT03562780,Acetaminophen,Healthy,Healthy
26382,NCT01501747,Acetaminophen,Pharmacokinetics,Placebo Effect; Drug Half Life; Pharmacokinetics
26387,NCT04144933,Acetaminophen,Anesthesia,"Anesthesia; General Anesthesia; Analgesics, Opioid; Opioid Free Anesthesia; Postoperative Ileus; Colorectal Surgery; Laparoscopic Surgery; Analgesia; Dexmedetomidine; Lidocaine; Ketamine"
26389,NCT06186622,Acetaminophen,Healthy,Healthy; Obese; Overweight
26464,NCT06647407,Acetaminophen,Healthy Volunteers,Meningococcal Immunization; Healthy Volunteers
26576,NCT01012934,Alendronate,Healthy,Healthy
26589,NCT06772792,Alendronate,Healthy,Healthy
26591,NCT00983996,Alendronate,Healthy,Healthy
26606,NCT01875458,Alendronate,Healthy Volunteers,"Osteoporosis, With or Without Treatment; Bisphosphonate Treatment; Atypical Femur Fracture; Bisphosphonate Related Osteonecrosis of the Jaws (BRONJ); Healthy Volunteers"
26654,NCT00006180,Alendronate,Healthy,Depression; Healthy; Osteopenia; Osteoporosis
26667,NCT03692143,Alendronate,Quality of Life,"Osteoporosis, Postmenopausal; Vertebral Fracture; Quality of Life"
26672,NCT01133496,Alendronate,Healthy,Healthy
26674,NCT00835406,Alendronate,Healthy,Healthy
26704,NCT00649129,Oxybutynin,Healthy,Healthy
26724,NCT00650481,Oxybutynin,Healthy,Healthy
26729,NCT00649259,Oxybutynin,Healthy,Healthy
26734,NCT00649272,Oxybutynin,Healthy,Healthy
26750,NCT00170768,Oxybutynin,Healthy Volunteers,Healthy Volunteers
26757,NCT00752141,Oxybutynin,Healthy Volunteers,Healthy Volunteers
26758,NCT00648843,Oxybutynin,Healthy,Healthy
26780,NCT00926926,Oxybutynin,Healthy,Healthy
26794,NCT00649727,Oxybutynin,Healthy,Healthy
26802,NCT00224146,Oxybutynin,Quality of Life,Overactive Bladder; Urinary Incontinence; Quality of Life
26815,NCT04679948,Warfarin,Healthy,Healthy
26837,NCT00856570,Warfarin,Pharmacokinetics,Overactive Bladder; Pharmacokinetics
26839,NCT02340988,Warfarin,Healthy,Healthy
26846,NCT02783040,Warfarin,Healthy,Healthy
26849,NCT06335134,Warfarin,Healthy Volunteers,Healthy Volunteers
26863,NCT01526083,Warfarin,Healthy Volunteers,Healthy Volunteers
26869,NCT01388075,Warfarin,Healthy Subjects,Healthy Subjects
26879,NCT00618579,Warfarin,Healthy,Healthy
26888,NCT00777855,Warfarin,Healthy,Healthy
26903,NCT01657825,Warfarin,Healthy Volunteers,Pharmacokinetics of Isavuconazole; Pharmacokinetics of S- and R-warfarin; Pharmacodynamics of Warfarin; Healthy Volunteers
26961,NCT02719431,Warfarin,Healthy,Healthy
26975,NCT03058419,Warfarin,Healthy,Healthy
26980,NCT03347968,Warfarin,Healthy Volunteers,Healthy Volunteers
26981,NCT02161731,Warfarin,Healthy Volunteers,Healthy Volunteers
27043,NCT02243553,Warfarin,Healthy,Healthy
27056,NCT02540668,Warfarin,Healthy,Healthy
27058,NCT02070510,Warfarin,Healthy,Diabetes; Healthy
27062,NCT01447511,Warfarin,Healthy,Healthy
27078,NCT00162474,Warfarin,Healthy,Healthy
27080,NCT01597310,Warfarin,Healthy Volunteers,Healthy Volunteers
